53,5,1,2,1,1,0,1,0,0,0,0,1
57,4,1,1,3,1,1,1,1,0,0,0,2
56,0,2,1,1,0,0,0,0,0,0,0,3
53,5,0,2,0,0,0,1,0,0,3,0,4
64,2,3,0,1,0,0,0,0,0,0,0,5
53,4,2,0,1,1,0,0,0,0,1,0,1
59,4,2,2,1,2,1,1,0,0,0,0,2
63,1,1,1,0,0,0,0,0,1,0,0,3
40,2,1,1,0,0,0,0,0,0,0,0,4
56,8,3,3,1,0,0,0,0,1,0,0,5
50,5,1,0,0,1,0,0,1,1,0,0,1
53,3,1,1,0,0,0,2,0,1,0,0,2
58,2,0,2,1,0,0,0,0,1,0,0,3
56,6,0,2,0,0,2,0,0,1,0,0,4
70,3,1,1,1,0,0,0,0,0,0,0,5
49,7,0,1,0,0,1,0,0,0,1,0,1
65,3,1,1,1,2,0,0,0,0,0,1,2
46,3,2,2,1,1,1,1,0,1,0,0,3
56,1,3,0,0,1,1,1,0,0,0,0,4
56,3,1,1,0,0,0,0,0,0,0,0,5
59,2,1,1,0,2,1,0,1,0,0,0,1
55,4,0,0,0,0,0,0,0,0,0,0,2
62,2,1,1,1,0,0,1,0,0,0,0,3
45,2,2,0,0,0,1,0,0,0,0,0,4
56,6,0,1,1,0,0,2,0,0,0,0,5
44,4,3,2,1,0,0,0,0,0,0,0,1
50,6,2,1,2,1,1,0,0,0,0,0,2
59,2,2,1,1,0,0,1,2,1,0,0,3
61,2,2,1,0,1,0,0,0,0,0,0,4
69,3,1,2,1,0,0,0,0,1,1,0,5
54,5,0,0,1,1,0,1,0,0,0,0,1
66,4,0,2,0,0,0,0,1,0,0,0,2
52,1,0,2,0,0,0,1,0,0,0,0,3
46,5,3,2,2,0,0,1,0,0,0,0,4
67,3,1,3,0,0,0,1,0,0,0,0,5
67,3,1,0,1,2,0,1,0,0,0,1,1
65,1,5,1,0,0,0,0,0,1,0,0,2
64,3,2,0,0,1,0,2,1,1,0,2,3
56,1,1,0,4,1,0,0,0,0,0,0,4
59,2,1,0,1,0,1,0,0,0,0,0,5
56,3,4,1,2,1,0,0,0,0,0,0,1
53,3,1,0,1,1,1,0,0,0,0,0,2
57,4,1,0,1,0,0,0,0,1,0,0,3
49,5,3,1,1,0,0,0,0,0,0,0,4
58,3,1,2,0,0,0,0,0,0,0,0,5
49,1,1,2,1,0,0,0,0,0,0,0,1
67,5,1,0,1,0,1,0,0,0,0,0,2
52,2,1,0,0,0,0,0,1,0,0,0,3
50,3,4,0,2,0,0,1,0,0,0,0,4
53,1,0,1,0,1,0,1,0,0,1,0,5
