scenario_name,ss_mode,ss_replenishment_source,replenishmentdisruption,ccedisruption,phc,ss,overall
ccedisruption,periodic,phc,0,1,0.237762238,0.239263804,0.238562092
ccedisruption,periodic,phc,0,1,0.237410072,0.244047619,0.241042345
ccedisruption,periodic,phc,0,1,0.213333333,0.22754491,0.220820189
ccedisruption,periodic,phc,0,1,0.234482759,0.327160494,0.283387622
ccedisruption,periodic,phc,0,1,0.262773723,0.34939759,0.310231023
ccedisruption,periodic,phc,0,1,0.316901408,0.305882353,0.310897436
ccedisruption,periodic,phc,0,1,0.203252033,0.258241758,0.236065574
ccedisruption,periodic,phc,0,2,0.293233083,0.21978022,0.250793651
ccedisruption,periodic,phc,0,2,0.21641791,0.225274725,0.221518987
ccedisruption,periodic,phc,0,2,0.28358209,0.293103448,0.288961039
ccedisruption,periodic,phc,0,2,0.214814815,0.311764706,0.268852459
ccedisruption,periodic,phc,0,2,0.28,0.333333333,0.307692308
ccedisruption,periodic,phc,0,2,0.256198347,0.243093923,0.248344371
ccedisruption,periodic,phc,0,2,0.201388889,0.276315789,0.239864865
ccedisruption,periodic,phc,0,2,0.310606061,0.275675676,0.29022082
ccedisruption,periodic,phc,0,2,0.319148936,0.285714286,0.300632911
ccedisruption,periodic,phc,0,2,0.266666667,0.190751445,0.224025974
ccedisruption,periodic,phc,0,2,0.318181818,0.281767956,0.297124601
ccedisruption,periodic,phc,0,2,0.160305344,0.241573034,0.207119741
ccedisruption,periodic,phc,0,2,0.231292517,0.257309942,0.245283019
ccedisruption,periodic,phc,0,2,0.306569343,0.305882353,0.306188925
ccedisruption,periodic,phc,0,2,0.219178082,0.28742515,0.255591054
ccedisruption,periodic,phc,0,2,0.222222222,0.243386243,0.235294118
ccedisruption,periodic,phc,0,2,0.31884058,0.311258278,0.314878893
ccedisruption,periodic,phc,0,2,0.275862069,0.271604938,0.273615635
ccedisruption,periodic,phc,0,2,0.26984127,0.217877095,0.239344262
ccedisruption,periodic,phc,0,2,0.160305344,0.206896552,0.186885246
ccedisruption,periodic,phc,0,2,0.213235294,0.229411765,0.222222222
ccedisruption,periodic,phc,0,2,0.213114754,0.221621622,0.218241042
ccedisruption,periodic,phc,0,2,0.296551724,0.296969697,0.296774194
ccedisruption,periodic,phc,0,2,0.246153846,0.263157895,0.255813953
ccedisruption,periodic,phc,0,2,0.268115942,0.294444444,0.283018868
ccedisruption,periodic,phc,0,2,0.261904762,0.221556886,0.23890785
ccedisruption,periodic,phc,0,2,0.318181818,0.233532934,0.27090301
ccedisruption,periodic,phc,0,2,0.276923077,0.292397661,0.285714286
ccedisruption,periodic,phc,0,2,0.284615385,0.184357542,0.226537217
ccedisruption,periodic,phc,0,2,0.209677419,0.247126437,0.231543624
ccedisruption,periodic,phc,0,2,0.198347107,0.236263736,0.221122112
ccedisruption,periodic,phc,0,2,0.368852459,0.298850575,0.327702703
ccedisruption,periodic,phc,0,2,0.291044776,0.284848485,0.287625418
ccedisruption,periodic,phc,0,2,0.246376812,0.246987952,0.246710526
ccedisruption,periodic,phc,0,2,0.248062016,0.286585366,0.269624573
ccedisruption,periodic,phc,0,2,0.186206897,0.222929936,0.205298013
ccedisruption,periodic,phc,0,2,0.236111111,0.292993631,0.265780731
ccedisruption,periodic,phc,0,2,0.194630872,0.229166667,0.211604096
ccedisruption,periodic,phc,0,2,0.264,0.288135593,0.278145695
ccedisruption,periodic,phc,0,2,0.251798561,0.25,0.250803859
ccedisruption,periodic,phc,0,2,0.254237288,0.216931217,0.231270358
ccedisruption,periodic,phc,0,2,0.313043478,0.342105263,0.331147541
ccedisruption,periodic,phc,0,2,0.211678832,0.30952381,0.26557377
ccedisruption,periodic,phc,0,2,0.1953125,0.305882353,0.258389262
ccedisruption,periodic,phc,0,2,0.311111111,0.165680473,0.230263158
ccedisruption,periodic,phc,0,2,0.241134752,0.213872832,0.22611465
ccedisruption,periodic,phc,0,2,0.23255814,0.202380952,0.215488215
ccedisruption,periodic,phc,0,2,0.302752294,0.346590909,0.329824561
ccedisruption,periodic,phc,0,2,0.240601504,0.25308642,0.247457627
ccedisruption,periodic,phc,0,2,0.220472441,0.226993865,0.224137931
ccedisruption,periodic,phc,0,2,0.273381295,0.25625,0.264214047
ccedisruption,periodic,phc,0,2,0.211382114,0.247252747,0.232786885
ccedisruption,periodic,phc,0,2,0.184,0.248587571,0.221854305
ccedisruption,periodic,phc,0,2,0.31496063,0.189189189,0.240384615
ccedisruption,periodic,phc,0,2,0.338345865,0.242937853,0.283870968
ccedisruption,periodic,phc,0,2,0.256410256,0.324873096,0.299363057
ccedisruption,periodic,phc,0,2,0.295081967,0.226190476,0.255172414
ccedisruption,periodic,phc,0,2,0.2265625,0.25,0.239726027
ccedisruption,periodic,phc,0,2,0.234375,0.345238095,0.297297297
ccedisruption,periodic,phc,0,2,0.286821705,0.244565217,0.261980831
ccedisruption,periodic,phc,0,2,0.276119403,0.232142857,0.251655629
ccedisruption,periodic,phc,0,2,0.240310078,0.203488372,0.219269103
ccedisruption,periodic,phc,0,2,0.251968504,0.313186813,0.28802589
ccedisruption,periodic,phc,0,2,0.210144928,0.284916201,0.252365931
ccedisruption,periodic,phc,0,2,0.177777778,0.221556886,0.201986755
ccedisruption,periodic,phc,0,2,0.2265625,0.251461988,0.240802676
ccedisruption,periodic,phc,0,2,0.409395973,0.385093168,0.396774194
ccedisruption,periodic,phc,0,2,0.233576642,0.223602484,0.228187919
ccedisruption,periodic,phc,0,2,0.240601504,0.16374269,0.197368421
ccedisruption,periodic,phc,0,2,0.211267606,0.254658385,0.234323432
ccedisruption,periodic,phc,0,2,0.27480916,0.245901639,0.257961783
ccedisruption,periodic,phc,0,2,0.227722772,0.251308901,0.243150685
ccedisruption,periodic,phc,0,2,0.235294118,0.241176471,0.238562092
ccedisruption,periodic,phc,0,2,0.297520661,0.340659341,0.323432343
ccedisruption,periodic,phc,0,2,0.255813953,0.303030303,0.282312925
ccedisruption,periodic,phc,0,2,0.282758621,0.225806452,0.253333333
ccedisruption,periodic,phc,0,2,0.25,0.325842697,0.294701987
ccedisruption,periodic,phc,0,2,0.276422764,0.380116959,0.336734694
ccedisruption,periodic,phc,0,2,0.213235294,0.186746988,0.198675497
ccedisruption,periodic,phc,0,2,0.27480916,0.242774566,0.256578947
ccedisruption,periodic,phc,0,2,0.224806202,0.282722513,0.259375
ccedisruption,periodic,phc,0,2,0.208955224,0.211180124,0.210169492
ccedisruption,periodic,phc,0,2,0.315384615,0.204545455,0.251633987
ccedisruption,periodic,phc,0,2,0.274336283,0.202185792,0.22972973
ccedisruption,periodic,phc,0,2,0.261538462,0.265060241,0.263513514
ccedisruption,periodic,phc,0,2,0.28030303,0.282352941,0.281456954
ccedisruption,periodic,phc,0,2,0.283464567,0.289156627,0.28668942
ccedisruption,periodic,phc,0,2,0.151260504,0.214659686,0.190322581
ccedisruption,periodic,phc,0,2,0.346153846,0.273743017,0.30420712
ccedisruption,periodic,phc,0,2,0.203125,0.170454545,0.184210526
ccedisruption,periodic,phc,0,2,0.301470588,0.305389222,0.303630363
ccedisruption,periodic,phc,0,2,0.244274809,0.231707317,0.237288136
ccedisruption,periodic,phc,0,2,0.275,0.220430108,0.241830065
ccedisruption,periodic,phc,0,2,0.162790698,0.230769231,0.202572347
ccedisruption,periodic,phc,0,2,0.272,0.312849162,0.296052632
ccedisruption,periodic,phc,0,2,0.240601504,0.222222222,0.230031949
ccedisruption,periodic,phc,0,2,0.314516129,0.367021277,0.346153846
ccedisruption,periodic,phc,0,2,0.335766423,0.41875,0.38047138
ccedisruption,periodic,phc,0,2,0.273504274,0.288770053,0.282894737
ccedisruption,periodic,phc,0,2,0.275,0.179775281,0.218120805
ccedisruption,periodic,phc,0,3,0.309859155,0.226993865,0.26557377
ccedisruption,periodic,phc,0,3,0.183206107,0.198795181,0.191919192
ccedisruption,periodic,phc,0,3,0.286885246,0.32748538,0.310580205
ccedisruption,periodic,phc,0,3,0.28057554,0.30952381,0.296416938
ccedisruption,periodic,phc,0,3,0.258928571,0.288888889,0.27739726
ccedisruption,periodic,phc,0,3,0.301724138,0.306122449,0.304487179
ccedisruption,periodic,phc,0,3,0.208,0.259259259,0.238853503
ccedisruption,periodic,phc,0,3,0.269503546,0.329192547,0.301324503
ccedisruption,periodic,phc,0,3,0.231884058,0.26875,0.251677852
ccedisruption,periodic,phc,0,3,0.255639098,0.197802198,0.222222222
ccedisruption,periodic,phc,0,3,0.254385965,0.25862069,0.256944444
ccedisruption,periodic,phc,0,3,0.243902439,0.17816092,0.205387205
ccedisruption,periodic,phc,0,3,0.227272727,0.231638418,0.229965157
ccedisruption,periodic,phc,0,3,0.224489796,0.258823529,0.242902208
ccedisruption,periodic,phc,0,3,0.22962963,0.23255814,0.231270358
ccedisruption,periodic,phc,0,3,0.395683453,0.482142857,0.442996743
ccedisruption,periodic,phc,0,3,0.365079365,0.417142857,0.395348837
ccedisruption,periodic,phc,0,3,0.308943089,0.289772727,0.297658863
ccedisruption,periodic,phc,0,3,0.308270677,0.256097561,0.279461279
ccedisruption,periodic,phc,0,3,0.262773723,0.280254777,0.272108844
ccedisruption,periodic,phc,0,3,0.25,0.303571429,0.28
ccedisruption,periodic,phc,0,3,0.263157895,0.318681319,0.295238095
ccedisruption,periodic,phc,0,3,0.333333333,0.252808989,0.287096774
ccedisruption,periodic,phc,0,3,0.261538462,0.259887006,0.260586319
ccedisruption,periodic,phc,0,3,0.241610738,0.279503106,0.261290323
ccedisruption,periodic,phc,0,3,0.21641791,0.300613497,0.262626263
ccedisruption,periodic,phc,0,3,0.289256198,0.304347826,0.298360656
ccedisruption,periodic,phc,0,3,0.312056738,0.43373494,0.377850163
ccedisruption,periodic,phc,0,3,0.251968504,0.242937853,0.246710526
ccedisruption,periodic,phc,0,3,0.204379562,0.21686747,0.211221122
ccedisruption,periodic,phc,0,3,0.215827338,0.222929936,0.219594595
ccedisruption,periodic,phc,0,3,0.28125,0.32748538,0.307692308
ccedisruption,periodic,phc,0,3,0.28030303,0.325842697,0.306451613
ccedisruption,periodic,phc,0,3,0.247787611,0.300578035,0.27972028
ccedisruption,periodic,phc,0,3,0.217054264,0.208333333,0.212121212
ccedisruption,periodic,phc,0,3,0.263565891,0.252941176,0.257525084
ccedisruption,periodic,phc,0,3,0.328358209,0.275449102,0.299003322
ccedisruption,periodic,phc,0,3,0.179856115,0.198830409,0.190322581
ccedisruption,periodic,phc,0,3,0.258064516,0.276836158,0.26910299
ccedisruption,periodic,phc,0,3,0.271523179,0.297468354,0.284789644
ccedisruption,periodic,phc,0,3,0.312,0.247058824,0.274576271
ccedisruption,periodic,phc,0,3,0.386363636,0.270114943,0.320261438
ccedisruption,periodic,phc,0,3,0.359375,0.339181287,0.347826087
ccedisruption,periodic,phc,0,3,0.201492537,0.316091954,0.266233766
ccedisruption,periodic,phc,0,3,0.204379562,0.212121212,0.208609272
ccedisruption,periodic,phc,0,3,0.258064516,0.231182796,0.241935484
ccedisruption,periodic,phc,0,3,0.222222222,0.286486486,0.260450161
ccedisruption,periodic,phc,0,3,0.346456693,0.304347826,0.322916667
ccedisruption,periodic,phc,0,3,0.248,0.294478528,0.274305556
ccedisruption,periodic,phc,0,3,0.223076923,0.302325581,0.268211921
ccedisruption,periodic,phc,0,3,0.220689655,0.283018868,0.253289474
ccedisruption,periodic,phc,0,3,0.303030303,0.246987952,0.271812081
ccedisruption,periodic,phc,0,3,0.251968504,0.35106383,0.311111111
ccedisruption,periodic,phc,0,3,0.25,0.291428571,0.273927393
ccedisruption,periodic,phc,0,3,0.323943662,0.27672956,0.299003322
ccedisruption,periodic,phc,0,3,0.262295082,0.362162162,0.32247557
ccedisruption,periodic,phc,0,3,0.228813559,0.292397661,0.266435986
ccedisruption,periodic,phc,0,3,0.258741259,0.229885057,0.242902208
ccedisruption,periodic,phc,0,3,0.3125,0.242236025,0.275409836
ccedisruption,periodic,phc,0,3,0.263513514,0.226993865,0.24437299
ccedisruption,periodic,phc,0,3,0.231404959,0.284090909,0.262626263
ccedisruption,periodic,phc,0,3,0.26119403,0.347560976,0.308724832
ccedisruption,periodic,phc,0,3,0.32231405,0.278947368,0.295819936
ccedisruption,periodic,phc,0,3,0.267716535,0.283333333,0.276872964
ccedisruption,periodic,phc,0,3,0.336363636,0.219653179,0.265017668
ccedisruption,periodic,phc,0,3,0.317829457,0.281437126,0.297297297
ccedisruption,periodic,phc,0,3,0.342105263,0.355670103,0.350649351
ccedisruption,periodic,phc,0,3,0.295454545,0.257142857,0.273615635
ccedisruption,periodic,phc,0,3,0.214814815,0.163841808,0.185897436
ccedisruption,periodic,phc,0,3,0.240310078,0.235632184,0.237623762
ccedisruption,periodic,phc,0,3,0.231884058,0.234042553,0.233128834
ccedisruption,periodic,phc,0,3,0.227941176,0.282485876,0.258785942
ccedisruption,periodic,phc,0,3,0.214814815,0.189655172,0.200647249
ccedisruption,periodic,phc,0,3,0.30075188,0.362573099,0.335526316
ccedisruption,periodic,phc,0,3,0.221374046,0.290697674,0.260726073
ccedisruption,periodic,phc,0,3,0.218978102,0.25,0.235690236
ccedisruption,periodic,phc,0,3,0.323076923,0.302325581,0.311258278
ccedisruption,periodic,phc,0,3,0.313559322,0.312849162,0.313131313
ccedisruption,periodic,phc,0,3,0.243902439,0.2,0.217821782
ccedisruption,periodic,phc,0,3,0.3125,0.314606742,0.31372549
ccedisruption,periodic,phc,0,3,0.282258065,0.301075269,0.293548387
ccedisruption,periodic,phc,0,3,0.173228346,0.232044199,0.207792208
ccedisruption,periodic,phc,0,3,0.232142857,0.315789474,0.284768212
ccedisruption,periodic,phc,0,3,0.234375,0.25,0.243506494
ccedisruption,periodic,phc,0,3,0.255639098,0.213017751,0.231788079
ccedisruption,periodic,phc,0,3,0.289855072,0.352564103,0.323129252
ccedisruption,periodic,phc,0,3,0.242857143,0.30726257,0.278996865
ccedisruption,periodic,phc,0,3,0.358778626,0.237804878,0.291525424
ccedisruption,periodic,phc,0,3,0.265151515,0.226190476,0.243333333
ccedisruption,periodic,phc,0,3,0.152,0.29281768,0.235294118
ccedisruption,periodic,phc,0,3,0.260504202,0.280487805,0.272084806
ccedisruption,periodic,phc,0,3,0.210526316,0.25433526,0.235294118
ccedisruption,periodic,phc,0,3,0.171641791,0.212903226,0.193771626
ccedisruption,periodic,phc,0,3,0.271428571,0.299363057,0.286195286
ccedisruption,periodic,phc,0,3,0.330882353,0.292682927,0.31
ccedisruption,periodic,phc,0,3,0.196850394,0.224852071,0.212837838
ccedisruption,periodic,phc,0,3,0.291666667,0.449704142,0.384083045
ccedisruption,periodic,phc,0,3,0.335664336,0.389221557,0.364516129
ccedisruption,periodic,phc,0,3,0.272,0.294797688,0.285234899
ccedisruption,periodic,phc,0,3,0.233082707,0.319018405,0.280405405
ccedisruption,periodic,phc,0,4,0.261538462,0.308571429,0.28852459
ccedisruption,periodic,phc,0,4,0.344,0.215053763,0.266881029
ccedisruption,periodic,phc,0,4,0.298507463,0.308139535,0.303921569
ccedisruption,periodic,phc,0,4,0.341463415,0.385542169,0.366782007
ccedisruption,periodic,phc,0,4,0.288135593,0.367567568,0.336633663
ccedisruption,periodic,phc,0,4,0.247933884,0.248648649,0.248366013
ccedisruption,periodic,phc,0,4,0.28,0.265822785,0.272727273
ccedisruption,periodic,phc,0,4,0.255813953,0.284090909,0.272131148
ccedisruption,periodic,phc,0,4,0.25,0.327956989,0.295597484
ccedisruption,periodic,phc,0,4,0.189781022,0.222222222,0.20735786
ccedisruption,periodic,phc,0,4,0.299270073,0.331360947,0.316993464
ccedisruption,periodic,phc,0,4,0.201492537,0.2,0.200716846
ccedisruption,periodic,phc,0,4,0.262773723,0.19760479,0.226973684
ccedisruption,periodic,phc,0,4,0.279661017,0.267015707,0.27184466
ccedisruption,periodic,phc,0,4,0.190082645,0.198863636,0.195286195
ccedisruption,periodic,phc,0,4,0.283687943,0.358490566,0.323333333
ccedisruption,periodic,phc,0,4,0.283018868,0.414364641,0.365853659
ccedisruption,periodic,phc,0,4,0.212598425,0.324022346,0.277777778
ccedisruption,periodic,phc,0,4,0.361538462,0.398843931,0.382838284
ccedisruption,periodic,phc,0,4,0.338983051,0.303370787,0.317567568
ccedisruption,periodic,phc,0,4,0.292857143,0.333333333,0.314381271
ccedisruption,periodic,phc,0,4,0.242718447,0.345744681,0.309278351
ccedisruption,periodic,phc,0,4,0.257142857,0.282352941,0.270967742
ccedisruption,periodic,phc,0,4,0.234375,0.273255814,0.256666667
ccedisruption,periodic,phc,0,4,0.288888889,0.255813953,0.270358306
ccedisruption,periodic,phc,0,4,0.264,0.284916201,0.276315789
ccedisruption,periodic,phc,0,4,0.27,0.285714286,0.280405405
ccedisruption,periodic,phc,0,4,0.274074074,0.416666667,0.353135314
ccedisruption,periodic,phc,0,4,0.270072993,0.202312139,0.232258065
ccedisruption,periodic,phc,0,4,0.222222222,0.233128834,0.228571429
ccedisruption,periodic,phc,0,4,0.34375,0.247058824,0.288590604
ccedisruption,periodic,phc,0,4,0.306451613,0.285714286,0.294314381
ccedisruption,periodic,phc,0,4,0.34375,0.402173913,0.378205128
ccedisruption,periodic,phc,0,4,0.190082645,0.385869565,0.308196721
ccedisruption,periodic,phc,0,4,0.224637681,0.218181818,0.221122112
ccedisruption,periodic,phc,0,4,0.293103448,0.298342541,0.296296296
ccedisruption,periodic,phc,0,4,0.2578125,0.295698925,0.280254777
ccedisruption,periodic,phc,0,4,0.209302326,0.215568862,0.212837838
ccedisruption,periodic,phc,0,4,0.333333333,0.239263804,0.280821918
ccedisruption,periodic,phc,0,4,0.295238095,0.308900524,0.304054054
ccedisruption,periodic,phc,0,4,0.268115942,0.28313253,0.276315789
ccedisruption,periodic,phc,0,4,0.3359375,0.351648352,0.34516129
ccedisruption,periodic,phc,0,4,0.377952756,0.354166667,0.363636364
ccedisruption,periodic,phc,0,4,0.229357798,0.26519337,0.251724138
ccedisruption,periodic,phc,0,4,0.244094488,0.229299363,0.235915493
ccedisruption,periodic,phc,0,4,0.231884058,0.203821656,0.216949153
ccedisruption,periodic,phc,0,4,0.268656716,0.189873418,0.226027397
ccedisruption,periodic,phc,0,4,0.34351145,0.428571429,0.390410959
ccedisruption,periodic,phc,0,4,0.251908397,0.316129032,0.286713287
ccedisruption,periodic,phc,0,4,0.238461538,0.319018405,0.283276451
ccedisruption,periodic,phc,0,4,0.279069767,0.340909091,0.314754098
ccedisruption,periodic,phc,0,4,0.315789474,0.363095238,0.342192691
ccedisruption,periodic,phc,0,4,0.310077519,0.305882353,0.307692308
ccedisruption,periodic,phc,0,4,0.229007634,0.26993865,0.25170068
ccedisruption,periodic,phc,0,4,0.266055046,0.306818182,0.29122807
ccedisruption,periodic,phc,0,4,0.347107438,0.41954023,0.389830508
ccedisruption,periodic,phc,0,4,0.201680672,0.254237288,0.233108108
ccedisruption,periodic,phc,0,4,0.26618705,0.290909091,0.279605263
ccedisruption,periodic,phc,0,4,0.244444444,0.331521739,0.294670846
ccedisruption,periodic,phc,0,4,0.227941176,0.262857143,0.247588424
ccedisruption,periodic,phc,0,4,0.172932331,0.317647059,0.254125413
ccedisruption,periodic,phc,0,4,0.276923077,0.384180791,0.338762215
ccedisruption,periodic,phc,0,4,0.346153846,0.333333333,0.338983051
ccedisruption,periodic,phc,0,4,0.317460317,0.310559006,0.31358885
ccedisruption,periodic,phc,0,4,0.2,0.237569061,0.222591362
ccedisruption,periodic,phc,0,4,0.217741935,0.305084746,0.26910299
ccedisruption,periodic,phc,0,4,0.414414414,0.364705882,0.384341637
ccedisruption,periodic,phc,0,4,0.283464567,0.266272189,0.273648649
ccedisruption,periodic,phc,0,4,0.371428571,0.266304348,0.30449827
ccedisruption,periodic,phc,0,4,0.257352941,0.310344828,0.287096774
ccedisruption,periodic,phc,0,4,0.301724138,0.264248705,0.278317152
ccedisruption,periodic,phc,0,4,0.289855072,0.289940828,0.28990228
ccedisruption,periodic,phc,0,4,0.237704918,0.230769231,0.233552632
ccedisruption,periodic,phc,0,4,0.328125,0.262295082,0.289389068
ccedisruption,periodic,phc,0,4,0.315384615,0.325301205,0.320945946
ccedisruption,periodic,phc,0,4,0.24,0.16,0.193333333
ccedisruption,periodic,phc,0,4,0.353383459,0.418079096,0.390322581
ccedisruption,periodic,phc,0,4,0.409090909,0.397660819,0.402640264
ccedisruption,periodic,phc,0,4,0.234482759,0.257668712,0.246753247
ccedisruption,periodic,phc,0,4,0.362903226,0.303370787,0.32781457
ccedisruption,periodic,phc,0,4,0.336134454,0.344262295,0.341059603
ccedisruption,periodic,phc,0,4,0.285714286,0.19760479,0.236666667
ccedisruption,periodic,phc,0,4,0.263636364,0.274611399,0.270627063
ccedisruption,periodic,phc,0,4,0.270676692,0.278106509,0.274834437
ccedisruption,periodic,phc,0,4,0.360544218,0.406451613,0.38410596
ccedisruption,periodic,phc,0,4,0.256,0.353932584,0.313531353
ccedisruption,periodic,phc,0,4,0.278195489,0.286624204,0.282758621
