250,10,10,2,0,2,1,1,2,0,0,0
277,11,3,3,2,1,1,0,2,0,0,0
280,8,1,2,0,0,1,0,0,0,0,0
281,11,3,2,0,0,0,0,0,1,0,0
265,14,4,3,2,1,0,0,0,0,0,0
253,13,5,3,2,2,0,0,1,0,0,0
269,16,6,2,0,0,2,0,0,2,0,0
272,16,2,6,4,0,1,0,0,0,0,0
266,9,2,1,2,3,0,2,0,0,0,0
273,8,2,3,1,1,0,0,0,0,1,1
264,15,8,0,3,0,1,0,0,0,0,0
266,13,5,3,1,2,3,0,0,0,0,0
262,11,6,7,2,0,2,0,2,0,0,0
278,13,4,1,1,1,0,2,1,1,0,0
271,15,3,0,1,2,1,2,1,1,0,2
259,13,3,2,2,1,0,0,0,0,1,0
262,14,4,1,1,0,0,0,1,1,0,0
263,18,6,3,3,1,0,2,0,0,0,0
283,8,4,1,2,1,3,1,1,0,0,0
279,8,5,2,2,0,1,0,0,0,0,1
267,14,1,0,1,3,0,1,0,0,1,1
261,16,2,2,2,1,0,0,1,1,1,0
269,8,6,6,2,1,2,2,0,0,0,0
273,11,5,2,1,1,1,1,0,0,0,0
281,12,7,6,1,3,0,2,0,0,0,0
286,17,4,3,1,0,0,0,0,0,0,0
274,11,3,2,1,0,0,0,1,0,0,0
257,14,5,2,2,2,0,1,0,0,0,0
272,16,4,1,1,2,0,0,0,0,0,0
260,10,4,4,1,0,2,2,1,1,0,0
271,12,6,4,2,0,1,0,3,0,1,0
266,10,5,4,4,1,1,1,0,0,1,1
261,16,5,5,1,1,0,1,1,0,0,0
270,15,5,3,4,2,1,0,0,0,0,0
280,16,2,3,1,2,0,1,0,2,1,0
264,13,8,1,2,1,2,0,1,0,0,1
267,20,6,2,2,2,0,1,0,1,0,0
260,11,9,2,2,0,0,1,1,2,0,0
276,14,6,3,3,0,1,1,2,1,0,0
277,11,4,3,3,2,1,1,2,1,0,0
256,8,9,4,3,0,3,1,1,0,0,1
279,9,6,4,1,1,0,1,1,0,1,0
272,14,5,0,2,0,0,1,2,0,0,0
269,8,5,4,1,1,0,0,0,0,1,2
275,13,4,2,1,2,2,0,0,0,0,0
289,9,3,5,1,1,0,2,1,0,0,0
