214,11,4,6,2,5,1,1,1,2,0,0
208,16,6,4,1,2,1,0,0,1,0,0
214,12,3,4,1,2,2,1,0,0,0,0
206,11,7,2,0,3,1,2,0,1,0,0
210,14,9,7,1,1,2,0,1,0,0,0
196,11,7,5,3,1,2,0,1,0,1,0
198,18,5,5,4,4,0,0,0,1,1,0
193,14,7,8,5,1,3,0,0,1,1,2
201,20,7,4,0,1,2,0,0,0,0,0
204,13,4,3,2,4,4,1,0,0,0,0
214,14,7,4,1,1,4,0,1,0,0,1
193,16,6,1,5,0,2,1,0,3,1,0
194,11,8,3,1,3,2,0,1,0,0,0
198,17,8,6,4,2,6,0,1,1,0,0
212,15,3,2,2,1,1,1,1,0,2,0
202,19,6,3,1,3,2,1,0,2,0,0
202,18,6,3,1,1,0,1,0,0,0,1
190,15,7,1,1,2,1,0,1,2,1,0
206,13,6,2,1,2,1,3,1,1,0,0
198,12,8,7,4,4,0,2,1,0,1,1
198,16,7,4,6,6,1,1,1,0,1,0
211,9,5,5,1,0,0,1,2,0,0,0
205,11,12,6,3,1,4,1,1,1,0,0
212,14,4,4,4,2,0,0,2,0,0,0
193,15,9,8,5,1,2,1,1,1,0,1
199,7,1,3,2,2,0,2,1,2,0,0
196,8,5,5,1,3,3,1,0,1,0,0
221,9,7,4,3,2,0,1,0,0,0,2
203,20,8,3,4,0,0,1,1,0,0,0
222,20,5,2,2,0,1,2,0,3,0,0
202,10,6,8,2,1,1,2,3,0,1,0
197,11,7,4,6,3,3,2,2,0,0,1
204,17,4,1,2,1,1,2,0,0,0,0
192,17,6,3,0,2,0,1,0,1,0,0
210,18,5,6,5,1,4,0,2,1,0,0
206,14,6,2,2,3,0,1,0,2,2,0
192,20,5,4,6,1,1,1,0,1,1,1
207,16,1,4,1,1,1,0,1,0,0,1
196,19,9,6,1,2,0,0,0,0,0,1
199,17,9,0,3,1,2,0,1,0,1,0
201,16,3,3,1,4,5,3,0,2,0,1
193,22,3,5,1,3,1,1,0,0,0,1
189,13,7,5,0,1,0,1,1,0,1,0
216,14,5,6,2,1,0,2,0,0,0,0
178,13,7,2,1,4,3,0,0,0,0,0
206,16,8,3,3,1,1,2,1,0,1,0
215,13,9,4,2,1,2,1,2,0,0,0
193,15,7,3,4,1,1,0,1,0,0,0
205,17,5,3,4,0,1,0,1,1,2,1
193,14,13,6,1,1,1,1,3,1,0,0
197,11,10,5,6,1,2,0,1,0,0,1
209,13,10,6,2,2,2,0,0,0,1,0
192,14,4,3,3,2,1,1,0,0,0,0
199,13,8,4,4,1,3,0,0,0,0,0
207,15,5,1,3,1,1,0,0,1,1,0
203,13,9,6,1,3,2,0,0,0,0,0
197,16,8,1,1,4,1,0,0,0,1,1
193,14,6,2,3,1,1,2,2,1,1,0
177,24,5,6,3,6,1,0,0,0,1,0
215,11,7,2,3,0,0,3,1,0,0,2
211,12,5,2,1,1,0,1,0,0,0,1
207,17,6,4,3,3,1,2,2,1,0,0
213,15,5,3,2,3,0,0,1,1,0,0
205,11,9,3,2,0,1,1,1,0,0,1
194,12,5,7,4,1,0,0,1,0,0,0
202,11,5,2,7,1,5,1,1,0,0,1
203,9,6,4,4,3,1,0,1,1,0,1
207,6,6,7,3,1,1,1,0,2,1,0
200,11,11,5,8,2,1,2,1,0,1,0
214,15,6,3,2,2,2,3,1,1,1,0
223,10,6,4,1,3,1,0,2,0,0,0
191,15,10,3,1,3,1,1,1,2,1,1
198,17,7,2,2,2,2,0,0,0,3,0
200,18,4,3,1,2,2,2,3,1,0,0
200,16,4,2,2,2,0,1,1,0,0,0
191,19,7,7,2,3,3,1,0,2,0,1
194,13,6,2,2,0,0,1,0,1,0,1
194,15,10,4,1,3,3,3,0,0,0,2
190,22,5,6,6,2,2,1,1,1,0,2
223,16,6,4,3,1,0,0,0,0,0,0
192,7,4,4,4,2,2,1,0,1,1,1
204,10,3,10,1,2,2,2,2,1,0,0
212,10,11,5,2,1,2,0,0,0,0,0
205,14,5,4,6,1,1,1,0,0,0,0
207,10,6,7,4,1,2,0,3,1,2,0
201,14,8,2,4,1,1,0,4,2,1,1
210,9,6,1,0,0,1,1,1,1,0,1
211,16,7,5,2,3,1,0,1,0,1,1
197,13,9,5,2,2,1,1,0,0,0,1
199,13,9,2,3,1,4,2,0,0,0,0
205,17,5,2,1,3,2,2,0,0,0,0
206,20,3,4,1,1,1,3,0,0,0,0
202,18,14,3,3,2,0,3,1,1,0,1
195,12,6,2,2,1,2,1,2,1,0,0
190,18,8,3,7,0,4,0,0,1,2,0
210,9,4,3,5,2,2,1,2,1,0,0
198,14,9,5,1,2,1,0,1,0,0,0
217,18,4,1,2,3,2,0,2,1,0,0
215,15,3,3,2,1,1,3,0,0,0,1
198,9,6,5,2,2,1,1,1,2,0,0
210,11,7,2,3,3,0,2,0,0,2,0
198,10,6,2,3,1,0,0,1,0,1,2
203,16,11,4,1,1,3,1,1,0,1,0
201,13,4,5,3,2,0,2,0,0,0,0
201,17,8,2,1,2,1,1,3,1,0,1
200,14,8,0,2,3,3,1,0,2,0,0
217,12,5,4,2,2,0,0,0,1,0,0
225,13,5,4,4,1,1,0,1,0,1,1
201,15,4,3,3,3,2,1,1,1,0,1
214,11,4,2,5,0,1,0,0,2,1,0
190,9,9,4,2,1,2,0,1,1,0,0
202,12,5,7,1,1,3,0,3,0,0,0
206,16,7,3,4,1,2,5,0,0,0,1
206,18,7,2,4,3,2,3,1,0,0,0
211,18,3,2,1,2,2,0,0,0,0,1
212,15,3,5,1,0,0,0,0,0,0,0
211,15,5,6,0,2,1,2,2,1,0,0
198,13,6,1,1,5,1,0,0,0,0,2
201,14,6,7,4,0,1,1,0,0,1,1
215,10,9,3,3,2,2,2,1,1,0,0
207,14,6,4,1,1,1,0,1,0,0,0
184,19,11,3,4,1,4,2,0,1,0,0
209,9,7,4,3,0,3,2,0,0,0,0
196,15,6,5,2,2,4,0,0,1,0,0
199,9,2,6,4,1,2,0,2,0,0,0
210,10,8,6,3,0,0,4,2,1,0,0
201,16,6,5,2,0,0,0,2,0,1,0
197,13,6,3,1,1,1,0,0,0,0,0
208,3,7,3,2,1,1,1,0,0,3,2
217,13,5,5,2,1,0,0,0,0,1,2
201,10,8,3,2,0,1,3,1,0,2,0
195,11,5,8,0,0,1,2,1,2,0,0
205,12,6,6,1,0,2,1,0,1,0,1
199,19,9,3,2,2,2,0,0,0,1,1
201,20,5,4,3,4,0,0,1,1,1,0
196,12,12,6,1,4,2,2,0,0,0,0
183,19,4,4,3,2,1,1,0,1,0,1
188,17,7,5,1,3,3,1,0,1,0,0
214,12,4,2,1,3,1,2,1,0,1,1
182,20,1,7,3,1,2,3,1,0,0,1
209,14,7,7,4,2,0,3,0,1,0,0
198,13,8,2,1,2,2,0,2,1,2,0
204,13,6,4,1,1,1,3,0,0,1,0
219,8,6,2,0,1,1,1,2,1,1,0
200,12,7,2,2,1,1,1,1,1,0,0
207,16,4,4,2,1,2,0,2,0,0,0
209,19,3,3,3,2,1,3,3,1,0,1
201,19,5,4,3,0,2,1,1,0,1,1
181,16,5,5,2,3,1,2,1,1,0,0
205,8,4,8,5,3,4,1,2,0,1,0
198,15,8,2,6,1,2,3,1,2,0,0
197,10,9,0,1,2,0,0,3,0,0,0
204,11,8,2,1,0,4,1,2,0,0,0
197,19,1,4,2,0,3,1,1,2,0,1
199,12,7,0,3,5,3,2,1,0,0,1
215,10,7,4,1,1,2,2,1,0,0,0
209,9,8,2,3,1,0,2,1,0,0,0
192,20,5,4,1,1,2,1,0,1,0,0
199,19,6,4,2,2,1,1,0,1,1,0
200,10,13,3,0,2,0,1,2,1,0,0
214,15,7,5,0,1,2,0,1,0,0,0
202,11,8,4,5,0,3,2,1,1,3,0
219,13,4,3,2,1,0,3,0,1,0,0
199,18,8,4,1,3,2,1,0,0,0,0
205,13,11,4,4,7,0,0,1,0,1,0
204,14,5,5,5,1,0,0,0,0,1,0
193,13,8,4,1,2,2,2,1,1,0,2
220,18,3,4,1,2,5,1,0,1,0,0
206,13,7,2,3,1,0,4,0,0,0,1
194,7,8,4,1,2,2,1,2,1,2,1
199,11,2,3,1,0,3,0,0,2,0,1
202,10,6,1,0,2,0,2,2,0,0,0
210,14,8,3,2,0,2,1,0,1,0,0
189,16,7,2,5,1,1,0,1,1,1,0
190,20,8,2,1,4,0,1,1,0,1,0
193,15,6,9,4,3,2,1,1,0,0,0
215,12,6,1,3,2,3,0,0,0,0,0
187,17,9,1,1,4,1,1,2,1,2,0
181,7,6,5,6,3,2,1,0,1,2,1
196,16,6,4,3,0,1,3,1,0,0,0
194,15,6,5,1,2,4,2,0,0,0,0
192,18,7,4,4,0,3,2,2,1,0,0
220,14,6,2,4,2,1,2,1,1,2,0
204,10,5,2,2,1,1,0,2,0,1,0
187,19,6,9,1,1,0,0,0,1,0,0
201,14,8,6,3,0,1,1,4,0,0,0
208,16,11,5,3,3,1,1,1,0,0,0
213,15,0,2,1,3,2,1,1,1,0,1
201,13,5,3,4,4,1,2,0,2,0,1
196,11,7,4,1,4,1,1,0,1,0,0
207,17,6,4,2,2,0,1,1,0,1,0
189,15,8,2,4,2,1,2,2,2,0,0
198,17,8,6,4,2,1,0,0,2,0,1
197,14,7,4,3,1,2,1,0,1,2,1
186,17,8,4,2,4,1,2,0,0,0,0
193,20,7,7,1,2,1,0,1,0,0,1
203,16,7,4,3,0,1,0,1,0,0,1
214,12,6,2,0,1,0,3,3,0,0,0
202,15,8,1,1,4,1,0,1,0,0,1
204,17,7,4,3,1,1,0,0,2,0,0
218,16,3,3,2,1,1,1,0,2,0,1
203,13,3,7,4,1,2,0,0,0,4,0
206,13,5,10,7,3,5,1,1,1,0,0
205,5,4,3,0,3,2,0,2,0,0,0
197,12,6,8,2,3,2,3,0,0,0,0
209,23,6,3,2,1,2,1,2,2,1,1
198,12,6,6,1,0,1,3,1,0,1,0
209,14,7,4,3,0,2,0,0,0,2,0
191,15,7,2,7,1,0,2,0,0,0,1
216,10,7,1,3,5,0,2,0,1,0,0
197,17,5,5,2,2,1,0,1,1,0,1
212,11,5,4,4,1,3,2,2,1,0,0
197,16,2,3,3,2,2,1,0,2,2,0
216,18,8,8,2,2,2,1,1,0,0,0
208,18,9,4,0,0,1,1,0,2,1,1
200,15,6,3,0,3,0,1,0,1,0,0
195,18,4,5,1,3,2,0,0,0,1,0
185,15,7,4,5,0,3,1,0,1,0,1
201,21,7,3,2,3,3,0,0,0,0,0
191,17,9,4,2,1,1,1,0,2,0,0
217,10,6,3,3,3,3,4,0,0,0,0
208,16,4,2,3,2,2,0,0,0,1,0
222,12,5,3,2,0,3,1,1,0,1,0
194,16,6,4,1,4,3,0,1,1,3,1
190,12,10,4,4,2,1,0,1,0,0,1
205,13,4,3,0,3,2,0,0,0,0,0
218,10,6,3,3,2,1,0,0,1,1,0
201,17,6,4,1,1,0,0,0,0,4,0
198,18,3,3,0,2,0,2,1,1,1,1
