Birth Latitude,Birth Longitude,Births,Location ID,key,PHC_ID,Primary Health Centre Name,Primary Health Centre Location,Mandal,PHC Latitude,PHC Longitude,PHC Full Name,Distance
17.553750199999996,77.7537489,4.01358938,131,1,4,Community Health Centre,Marpally,Marpally,17.539171,77.764847,"Community Health Centre, Marpally, Marpally",2.003133375782504
17.553750199999996,77.76208220000002,4.29055357,132,1,4,Community Health Centre,Marpally,Marpally,17.539171,77.764847,"Community Health Centre, Marpally, Marpally",1.647421120664493
17.553750199999996,77.77041559999998,4.28719568,133,1,4,Community Health Centre,Marpally,Marpally,17.539171,77.764847,"Community Health Centre, Marpally, Marpally",1.7252922340624242
17.553750199999996,77.77874890000002,4.28887463,134,1,4,Community Health Centre,Marpally,Marpally,17.539171,77.764847,"Community Health Centre, Marpally, Marpally",2.190992434892891
17.553750199999996,77.7870822,4.28719568,135,1,4,Community Health Centre,Marpally,Marpally,17.539171,77.764847,"Community Health Centre, Marpally, Marpally",2.8610197133811437
17.553750199999996,77.7954156,3.64697075,136,1,7,Primary Health Centre,Patloor,Marpally,17.579466,77.79649599999999,"Primary Health Centre, Patloor, Marpally",2.8617593146992375
17.553750199999996,77.8037489,4.29055357,137,1,7,Primary Health Centre,Patloor,Marpally,17.579466,77.79649599999999,"Primary Health Centre, Patloor, Marpally",2.96103358164604
17.553750199999996,77.8120822,3.68987679,138,1,7,Primary Health Centre,Patloor,Marpally,17.579466,77.79649599999999,"Primary Health Centre, Patloor, Marpally",3.3025138015373425
17.553750199999996,77.82041559999998,4.29055357,139,1,7,Primary Health Centre,Patloor,Marpally,17.579466,77.79649599999999,"Primary Health Centre, Patloor, Marpally",3.821825839301054
17.553750199999996,77.82874890000002,4.29055357,140,1,7,Primary Health Centre,Patloor,Marpally,17.579466,77.79649599999999,"Primary Health Centre, Patloor, Marpally",4.4572297541134835
17.553750199999996,77.8370822,4.29055357,141,1,7,Primary Health Centre,Patloor,Marpally,17.579466,77.79649599999999,"Primary Health Centre, Patloor, Marpally",5.166068663487741
17.553750199999996,77.8454156,4.29055357,142,1,7,Primary Health Centre,Patloor,Marpally,17.579466,77.79649599999999,"Primary Health Centre, Patloor, Marpally",5.922040843273674
17.553750199999996,77.8537489,4.29055357,143,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",6.063836070359759
17.553750199999996,77.8620822,4.29055357,144,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",5.435281216631787
17.553750199999996,77.8704156,4.29055357,145,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",4.886282339912458
17.553750199999996,77.8787489,4.29055357,146,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",4.446421426162874
17.553750199999996,77.88708220000002,4.29055357,147,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",4.15053366772158
17.553750199999996,77.89541559999998,4.29055357,148,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",4.030452998550298
17.553750199999996,77.90374890000002,4.29055357,149,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",4.101652352126836
17.553750199999996,77.9120822,4.29055357,150,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",4.354757226492923
17.553750199999996,77.9204156,4.29055357,151,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",4.7608487279533085
17.553750199999996,77.9287489,4.24019575,152,1,8,Primary Health Centre,Mominpet,Mominpet,17.517518,77.89649200000001,"Primary Health Centre, Mominpet, Mominpet",5.284768064457469
