Latitude,Longitude,Births,District
17.6370836,77.7537489,6.96694946,Sangareddy District
17.6370836,77.76208220000001,3.68407178,Vikarabad District
17.6370836,77.77041559999999,3.55543399,Sangareddy District
17.6370836,77.77874890000001,3.69863033,Sangareddy District
17.6370836,77.7870822,3.77468276,Vikarabad District
17.6370836,77.7954156,3.73552704,Sangareddy District
17.6370836,77.8037489,3.7869822999999996,Sangareddy District
17.6370836,77.8120822,3.7869822999999996,Sangareddy District
17.6370836,77.82041559999999,3.89776754,Sangareddy District
17.6370836,77.82874890000001,4.29055357,Vikarabad District
17.6370836,77.8370822,4.28048277,Vikarabad District
17.6370836,77.8454156,4.23012447,Vikarabad District
17.6370836,77.8537489,3.94308949,Sangareddy District
17.6370836,77.8620822,3.7869822999999996,Sangareddy District
17.6370836,77.8704156,3.68407178,Sangareddy District
17.6370836,77.8787489,3.97783756,Sangareddy District
17.6370836,77.88708220000001,3.7869822999999996,Sangareddy District
17.6370836,77.89541559999999,3.7869822999999996,Sangareddy District
17.6370836,77.90374890000001,3.7869822999999996,Medak District
17.6370836,77.9120822,3.7869822999999996,Sangareddy District
17.6370836,77.9204156,3.7869822999999996,Sangareddy District
17.6370836,77.9287489,6.57613993,Sangareddy District
17.6370836,77.9370822,3.58116126,Sangareddy District
17.6370836,77.94541559999999,3.21597028,Sangareddy District
17.6370836,77.95374890000001,3.44615388,Sangareddy District
17.6370836,77.9620822,3.71124268,Sangareddy District
17.6370836,77.9704156,3.73552704,Sangareddy District
17.6370836,77.9787489,3.32388473,Sangareddy District
17.6370836,77.9870822,3.76125503,Sangareddy District
17.6370836,77.9954156,3.7869822999999996,Sangareddy District
17.6370836,78.0037489,3.7869822999999996,Sangareddy District
17.6370836,78.01208220000001,3.7869822999999996,Sangareddy District
17.6370836,78.02041559999999,3.7869822999999996,Sangareddy District
17.6370836,78.02874890000001,3.7869822999999996,Sangareddy District
17.6370836,78.0370822,3.7869822999999996,Sangareddy District
17.6370836,78.0454156,3.22354746,Sangareddy District
17.6370836,78.0537489,3.74911261,Sangareddy District
17.6370836,78.0620822,2.95845842,Sangareddy District
17.6287502,77.3620822,2.33328962,Bidar District
17.6287502,77.3704156,3.98744702,Bidar District
17.6287502,77.3787489,4.02413559,Bidar District
17.6287502,77.38708220000001,7.73859358,Bidar District
17.6287502,77.39541559999999,3.34498382,Bidar District
17.6287502,77.40374890000001,4.10902977,Bidar District
17.6287502,77.4120822,4.165625100000001,Bidar District
17.6287502,77.4204156,4.10902977,Bidar District
17.6287502,77.4287489,9.53321743,Bidar District
17.6287502,77.4370822,4.165625100000001,Bidar District
17.6287502,77.44541559999999,4.10902977,Bidar District
17.6287502,77.45374890000001,4.39705944,Sangareddy District
17.6287502,77.4620822,4.50482798,Sangareddy District
17.6287502,77.4704156,3.7869822999999996,Sangareddy District
17.6287502,77.4787489,3.7869822999999996,Sangareddy District
17.6287502,77.4870822,3.7869822999999996,Sangareddy District
17.6287502,77.4954156,3.71124268,Sangareddy District
17.6287502,77.5037489,3.60688829,Sangareddy District
17.6287502,77.51208220000001,3.70979953,Sangareddy District
17.6287502,77.52041559999999,6.43087292,Sangareddy District
17.6287502,77.52874890000001,4.66827917,Sangareddy District
17.6287502,77.5370822,3.73552704,Sangareddy District
17.6287502,77.5454156,3.73552704,Sangareddy District
17.6287502,77.5537489,3.47825003,Sangareddy District
17.6287502,77.5620822,3.47825003,Sangareddy District
17.6287502,77.57041559999999,3.68407178,Sangareddy District
17.6287502,77.57874890000001,3.47825003,Sangareddy District
17.6287502,77.5870822,4.79271364,Sangareddy District
17.6287502,77.5954156,3.55543399,Sangareddy District
17.6287502,77.6037489,3.55543399,Sangareddy District
17.6287502,77.6120822,3.63261604,Sangareddy District
17.6287502,77.6204156,3.14379191,Sangareddy District
17.6287502,77.6287489,3.19524693,Sangareddy District
17.6287502,77.63708220000001,3.55543399,Sangareddy District
17.6287502,77.64541559999999,3.42679524,Sangareddy District
17.6287502,77.65374890000001,3.50397849,Sangareddy District
17.6287502,77.6620822,3.76125503,Sangareddy District
17.6287502,77.6704156,3.7869822999999996,Sangareddy District
17.6287502,77.6787489,5.84334135,Sangareddy District
17.6287502,77.6870822,3.7869822999999996,Sangareddy District
17.6287502,77.69541559999999,4.37451363,Sangareddy District
17.6287502,77.70374890000001,3.7869822999999996,Sangareddy District
17.6287502,77.7120822,3.7869822999999996,Sangareddy District
17.6287502,77.7204156,3.7869822999999996,Sangareddy District
17.6287502,77.7287489,3.7869822999999996,Sangareddy District
17.6287502,77.7370822,3.7869822999999996,Sangareddy District
17.6287502,77.7454156,3.7869822999999996,Sangareddy District
17.6287502,77.7537489,3.73552704,Sangareddy District
17.6287502,77.76208220000001,3.62047434,Vikarabad District
17.6287502,77.77041559999999,3.44038105,Sangareddy District
17.6287502,77.77874890000001,4.06562519,Sangareddy District
17.6287502,77.7870822,4.02201366,Vikarabad District
17.6287502,77.7954156,3.7869822999999996,Sangareddy District
17.6287502,77.8037489,3.7869822999999996,Sangareddy District
17.6287502,77.8120822,3.80208945,Sangareddy District
17.6287502,77.82041559999999,3.03904533,Vikarabad District
17.6287502,77.82874890000001,4.24764776,Vikarabad District
17.6287502,77.8370822,4.20474195,Sangareddy District
17.6287502,77.8454156,4.29055357,Sangareddy District
17.6287502,77.8537489,4.07401752,Sangareddy District
17.6287502,77.8620822,3.06745553,Sangareddy District
17.6287502,77.8704156,3.7869822999999996,Vikarabad District
17.6287502,77.8787489,5.54957628,Medak
17.6287502,77.88708220000001,3.7869822999999996,Sangareddy District
17.6287502,77.89541559999999,3.7869822999999996,Sangareddy District
17.6287502,77.90374890000001,3.7869822999999996,Sangareddy District
17.6287502,77.9120822,3.7869822999999996,Sangareddy District
17.6287502,77.9204156,3.7869822999999996,Sangareddy District
17.6287502,77.9287489,3.7869822999999996,Sangareddy District
17.6287502,77.9370822,3.7869822999999996,Sangareddy District
17.6287502,77.94541559999999,3.69765711,Sangareddy District
17.6287502,77.95374890000001,3.7869822999999996,Sangareddy District
17.6287502,77.9620822,3.76125503,Sangareddy District
17.6287502,77.9704156,3.76125503,Sangareddy District
17.6287502,77.9787489,3.7869822999999996,Sangareddy District
17.6287502,77.9870822,3.7869822999999996,Sangareddy District
17.6287502,77.9954156,3.7869822999999996,Sangareddy District
17.6287502,78.0037489,3.7869822999999996,Sangareddy District
17.6287502,78.01208220000001,3.7869822999999996,Sangareddy District
17.6287502,78.02041559999999,3.7869822999999996,Sangareddy District
17.6287502,78.02874890000001,3.7869822999999996,Sangareddy District
17.6287502,78.0370822,3.7869822999999996,Sangareddy District
17.6287502,78.0454156,3.7869822999999996,Sangareddy District
17.6287502,78.0537489,3.41890478,Sangareddy District
17.6287502,78.0620822,2.2860259999999997,Sangareddy District
17.6204169,77.3620822,4.13732719,Bidar District
17.6204169,77.3704156,4.10902977,Bidar District
17.6204169,77.3787489,3.82604957,Bidar District
17.6204169,77.38708220000001,2.06817079,Bidar District
17.6204169,77.39541559999999,1.36412585,Bidar District
17.6204169,77.40374890000001,3.23335505,Bidar District
17.6204169,77.4120822,4.13732719,Bidar District
17.6204169,77.4204156,4.165625100000001,Bidar District
17.6204169,77.4287489,4.165625100000001,Bidar District
17.6204169,77.4370822,4.165625100000001,Bidar District
17.6204169,77.44541559999999,4.18841648,Sangareddy District
17.6204169,77.45374890000001,4.49829626,Sangareddy District
17.6204169,77.4620822,3.7869822999999996,Sangareddy District
17.6204169,77.4704156,11.13112354,Sangareddy District
17.6204169,77.4787489,4.91058969,Sangareddy District
17.6204169,77.4870822,3.7869822999999996,Sangareddy District
17.6204169,77.4954156,9.36852932,Sangareddy District
17.6204169,77.5037489,5.25580978,Sangareddy District
17.6204169,77.51208220000001,3.7869822999999996,Sangareddy District
17.6204169,77.52041559999999,3.73552704,Sangareddy District
17.6204169,77.52874890000001,3.76125503,Sangareddy District
17.6204169,77.5370822,3.76125503,Sangareddy District
17.6204169,77.5454156,3.63261604,Sangareddy District
17.6204169,77.5537489,3.22097468,Sangareddy District
17.6204169,77.5620822,3.58116126,Sangareddy District
17.6204169,77.57041559999999,3.52970576,Sangareddy District
17.6204169,77.57874890000001,3.19176388,Sangareddy District
17.6204169,77.5870822,3.65834403,Sangareddy District
17.6204169,77.5954156,3.73552704,Sangareddy District
17.6204169,77.6037489,3.63550234,Sangareddy District
17.6204169,77.6120822,3.70979953,Sangareddy District
17.6204169,77.6204156,3.55976272,Sangareddy District
17.6204169,77.6287489,2.72662711,Sangareddy District
17.6204169,77.63708220000001,3.55543399,Sangareddy District
17.6204169,77.64541559999999,2.93797064,Sangareddy District
17.6204169,77.65374890000001,3.37534022,Sangareddy District
17.6204169,77.6620822,3.70979953,Sangareddy District
17.6204169,77.6704156,3.52970576,Sangareddy District
17.6204169,77.6787489,4.88486195,Sangareddy District
17.6204169,77.6870822,3.76125503,Sangareddy District
17.6204169,77.69541559999999,5.54957628,Sangareddy District
17.6204169,77.70374890000001,3.7869822999999996,Sangareddy District
17.6204169,77.7120822,3.7869822999999996,Sangareddy District
17.6204169,77.7204156,3.7869822999999996,Sangareddy District
17.6204169,77.7287489,3.7869822999999996,Sangareddy District
17.6204169,77.7370822,3.7869822999999996,Sangareddy District
17.6204169,77.7454156,3.9632318,Sangareddy District
17.6204169,77.7537489,4.04380369,Vikarabad District
17.6204169,77.76208220000001,4.05726385,Rangareddi
17.6204169,77.77041559999999,4.18983889,Vikarabad District
17.6204169,77.77874890000001,4.27376747,Vikarabad District
17.6204169,77.7870822,4.29055357,Vikarabad District
17.6204169,77.7954156,4.18983889,Vikarabad District
17.6204169,77.8037489,4.19991016,Vikarabad District
17.6204169,77.8120822,3.96765637,Vikarabad District
17.6204169,77.82041559999999,4.29055357,Vikarabad District
17.6204169,77.82874890000001,4.29055357,Vikarabad District
17.6204169,77.8370822,3.94730902,Vikarabad District
17.6204169,77.8454156,4.29055357,Sangareddy District
17.6204169,77.8537489,4.21501827,Sangareddy District
17.6204169,77.8620822,3.80712533,Sangareddy District
17.6204169,77.8704156,3.76125503,Vikarabad District
17.6204169,77.8787489,3.7869822999999996,Sangareddy District
17.6204169,77.88708220000001,3.7869822999999996,Sangareddy District
17.6204169,77.89541559999999,3.7869822999999996,Sangareddy District
17.6204169,77.90374890000001,3.7869822999999996,Sangareddy District
17.6204169,77.9120822,3.34035707,Sangareddy District
17.6204169,77.9204156,3.50397849,Sangareddy District
17.6204169,77.9287489,3.65834403,Sangareddy District
17.6204169,77.9370822,3.7869822999999996,Sangareddy District
17.6204169,77.94541559999999,38.39699173,Sangareddy District
17.6204169,77.95374890000001,119.5370102,Sangareddy District
17.6204169,77.9620822,16.33819199,Sangareddy District
17.6204169,77.9704156,3.7869822999999996,Sangareddy District
17.6204169,77.9787489,2.91597605,Sangareddy District
17.6204169,77.9870822,3.40828443,Sangareddy District
17.6204169,77.9954156,3.7869822999999996,Sangareddy District
17.6204169,78.0037489,3.7869822999999996,Sangareddy District
17.6204169,78.01208220000001,3.7869822999999996,Sangareddy District
17.6204169,78.02041559999999,3.7869822999999996,Sangareddy District
17.6204169,78.02874890000001,3.7869822999999996,Sangareddy District
17.6204169,78.0370822,3.7869822999999996,Sangareddy District
17.6204169,78.0454156,3.7869822999999996,Sangareddy District
17.6204169,78.0537489,3.7869822999999996,Sangareddy District
17.6204169,78.0620822,3.7869822999999996,Sangareddy District
17.612083600000002,77.3620822,3.39631486,Bidar District
17.612083600000002,77.3704156,3.36489177,Bidar District
17.612083600000002,77.3787489,2.81805778,Bidar District
17.612083600000002,77.38708220000001,1.30070221,Bidar District
17.612083600000002,77.39541559999999,0.80384111,Bidar District
17.612083600000002,77.40374890000001,0.75427771,Bidar District
17.612083600000002,77.4120822,3.83756638,Bidar District
17.612083600000002,77.4204156,4.81180906,Bidar District
17.612083600000002,77.4287489,7.39654255,Bidar District
17.612083600000002,77.4370822,4.165625100000001,Bidar District
17.612083600000002,77.44541559999999,4.263300900000001,Sangareddy District
17.612083600000002,77.45374890000001,3.7869822999999996,Sangareddy District
17.612083600000002,77.4620822,3.7869822999999996,Sangareddy District
17.612083600000002,77.4704156,3.7869822999999996,Sangareddy District
17.612083600000002,77.4787489,3.50397849,Sangareddy District
17.612083600000002,77.4870822,3.65834403,Sangareddy District
17.612083600000002,77.4954156,5.74043226,Sangareddy District
17.612083600000002,77.5037489,4.32305813,Sangareddy District
17.612083600000002,77.51208220000001,3.70979953,Sangareddy District
17.612083600000002,77.52041559999999,3.52970576,Sangareddy District
17.612083600000002,77.52874890000001,3.50397849,Sangareddy District
17.612083600000002,77.5370822,3.58116126,Sangareddy District
17.612083600000002,77.5454156,3.47825003,Sangareddy District
17.612083600000002,77.5537489,3.50397849,Sangareddy District
17.612083600000002,77.5620822,3.47825003,Sangareddy District
17.612083600000002,77.57041559999999,3.73552704,Sangareddy District
17.612083600000002,77.57874890000001,3.68407178,Sangareddy District
17.612083600000002,77.5870822,3.65834403,Sangareddy District
17.612083600000002,77.5954156,3.73552704,Sangareddy District
17.612083600000002,77.6037489,2.24494028,Sangareddy District
17.612083600000002,77.6120822,5.25580978,Sangareddy District
17.612083600000002,77.6204156,7.31217003,Sangareddy District
17.612083600000002,77.6287489,3.70979953,Sangareddy District
17.612083600000002,77.63708220000001,3.7869822999999996,Sangareddy District
17.612083600000002,77.64541559999999,3.58116126,Sangareddy District
17.612083600000002,77.65374890000001,3.45252299,Sangareddy District
17.612083600000002,77.6620822,3.45252299,Sangareddy District
17.612083600000002,77.6704156,3.70827794,Sangareddy District
17.612083600000002,77.6787489,3.58116126,Sangareddy District
17.612083600000002,77.6870822,5.84334135,Sangareddy District
17.612083600000002,77.69541559999999,3.7869822999999996,Sangareddy District
17.612083600000002,77.70374890000001,3.7869822999999996,Sangareddy District
17.612083600000002,77.7120822,3.7869822999999996,Sangareddy District
17.612083600000002,77.7204156,3.7869822999999996,Sangareddy District
17.612083600000002,77.7287489,3.7869822999999996,Sangareddy District
17.612083600000002,77.7370822,3.7869822999999996,Sangareddy District
17.612083600000002,77.7454156,3.99848294,Sangareddy District
17.612083600000002,77.7537489,4.13444614,Sangareddy District
17.612083600000002,77.76208220000001,4.24019575,Vikarabad District
17.612083600000002,77.77041559999999,4.07602596,Vikarabad District
17.612083600000002,77.77874890000001,4.29055357,Vikarabad District
17.612083600000002,77.7870822,3.86149812,Vikarabad District
17.612083600000002,77.7954156,4.29055357,Vikarabad District
17.612083600000002,77.8037489,4.29055357,Vikarabad District
17.612083600000002,77.8120822,4.29055357,Vikarabad District
17.612083600000002,77.82041559999999,4.24764776,Vikarabad District
17.612083600000002,77.82874890000001,4.24764776,Vikarabad District
17.612083600000002,77.8370822,4.29055357,Vikarabad District
17.612083600000002,77.8454156,4.29055357,Vikarabad District
17.612083600000002,77.8537489,4.29055357,Vikarabad District
17.612083600000002,77.8620822,4.11430407,Vikarabad District
17.612083600000002,77.8704156,3.73552704,Vikarabad District
17.612083600000002,77.8787489,1.79050231,Sangareddy District
17.612083600000002,77.88708220000001,1.70414221,Sangareddy District
17.612083600000002,77.89541559999999,3.7869822999999996,Sangareddy District
17.612083600000002,77.90374890000001,3.68407178,Sangareddy District
17.612083600000002,77.9120822,3.60688829,Sangareddy District
17.612083600000002,77.9204156,3.62012887,Sangareddy District
17.612083600000002,77.9287489,3.63261604,Sangareddy District
17.612083600000002,77.9370822,3.41898298,Sangareddy District
17.612083600000002,77.94541559999999,7.97071934,Sangareddy District
17.612083600000002,77.95374890000001,30.28398705,Sangareddy District
17.612083600000002,77.9620822,7.40267134,Sangareddy District
17.612083600000002,77.9704156,2.91597605,Sangareddy District
17.612083600000002,77.9787489,3.39469862,Sangareddy District
17.612083600000002,77.9870822,4.336643700000001,Sangareddy District
17.612083600000002,77.9954156,9.95606041,Sangareddy District
17.612083600000002,78.0037489,3.7869822999999996,Sangareddy District
17.612083600000002,78.01208220000001,3.7869822999999996,Sangareddy District
17.612083600000002,78.02041559999999,3.7869822999999996,Sangareddy District
17.612083600000002,78.02874890000001,3.73552704,Sangareddy District
17.612083600000002,78.0370822,3.73552704,Sangareddy District
17.612083600000002,78.0454156,3.7869822999999996,Sangareddy District
17.612083600000002,78.0537489,3.7869822999999996,Sangareddy District
17.612083600000002,78.0620822,3.7869822999999996,Sangareddy District
17.603750199999997,77.3620822,2.56337595,Bidar District
17.603750199999997,77.3704156,2.20467401,Bidar District
17.603750199999997,77.3787489,1.61119831,Bidar District
17.603750199999997,77.38708220000001,1.14321196,Bidar District
17.603750199999997,77.39541559999999,0.44612559999999996,Bidar District
17.603750199999997,77.40374890000001,0.43695343,Bidar District
17.603750199999997,77.4120822,0.91859573,Bidar
17.603750199999997,77.4204156,3.1209445,Kalaburagi District
17.603750199999997,77.4287489,6.42726803,Bidar District
17.603750199999997,77.4370822,2.26147532,Bidar District
17.603750199999997,77.44541559999999,2.1255547999999997,Sangareddy District
17.603750199999997,77.45374890000001,4.50482798,Sangareddy District
17.603750199999997,77.4620822,3.7869822999999996,Sangareddy District
17.603750199999997,77.4704156,3.70979953,Sangareddy District
17.603750199999997,77.4787489,3.60688829,Sangareddy District
17.603750199999997,77.4870822,3.7869822999999996,Sangareddy District
17.603750199999997,77.4954156,3.55543399,Sangareddy District
17.603750199999997,77.5037489,3.73552704,Sangareddy District
17.603750199999997,77.51208220000001,3.73552704,Sangareddy District
17.603750199999997,77.52041559999999,3.32388473,Sangareddy District
17.603750199999997,77.52874890000001,3.52970576,Sangareddy District
17.603750199999997,77.5370822,3.46610856,Sangareddy District
17.603750199999997,77.5454156,3.09233618,Sangareddy District
17.603750199999997,77.5537489,3.45252299,Sangareddy District
17.603750199999997,77.5620822,3.60688829,Sangareddy District
17.603750199999997,77.57041559999999,3.50542188,Sangareddy District
17.603750199999997,77.57874890000001,3.7869822999999996,Sangareddy District
17.603750199999997,77.5870822,3.97783756,Sangareddy District
17.603750199999997,77.5954156,3.76125503,Sangareddy District
17.603750199999997,77.6037489,3.52970576,Sangareddy District
17.603750199999997,77.6120822,4.32305813,Sangareddy District
17.603750199999997,77.6204156,4.18962002,Sangareddy District
17.603750199999997,77.6287489,3.46747375,Sangareddy District
17.603750199999997,77.63708220000001,3.65834403,Sangareddy District
17.603750199999997,77.64541559999999,3.50397849,Sangareddy District
17.603750199999997,77.65374890000001,3.11806393,Sangareddy District
17.603750199999997,77.6620822,3.11806393,Sangareddy District
17.603750199999997,77.6704156,3.7869822999999996,Sangareddy District
17.603750199999997,77.6787489,3.7869822999999996,Sangareddy District
17.603750199999997,77.6870822,3.76125503,Sangareddy District
17.603750199999997,77.69541559999999,3.76125503,Sangareddy District
17.603750199999997,77.70374890000001,3.7869822999999996,Sangareddy District
17.603750199999997,77.7120822,40.04603577,Sangareddy District
17.603750199999997,77.7204156,47.01893616,Sangareddy District
17.603750199999997,77.7287489,3.7869822999999996,Sangareddy District
17.603750199999997,77.7370822,3.7869822999999996,Sangareddy District
17.603750199999997,77.7454156,3.7869822999999996,Sangareddy District
17.603750199999997,77.7537489,3.7869822999999996,Sangareddy District
17.603750199999997,77.76208220000001,3.79705358,Sangareddy District
17.603750199999997,77.77041559999999,4.1982317,Vikarabad District
17.603750199999997,77.77874890000001,4.28887463,Vikarabad District
17.603750199999997,77.7870822,3.99021482,Vikarabad District
17.603750199999997,77.7954156,4.29055357,Vikarabad District
17.603750199999997,77.8037489,4.29055357,Vikarabad District
17.603750199999997,77.8120822,4.29055357,Vikarabad District
17.603750199999997,77.82041559999999,3.47534823,Vikarabad District
17.603750199999997,77.82874890000001,1.07263839,Vikarabad District
17.603750199999997,77.8370822,4.29055357,Vikarabad District
17.603750199999997,77.8454156,4.29055357,Vikarabad District
17.603750199999997,77.8537489,4.11893129,Vikarabad District
17.603750199999997,77.8620822,4.24523211,Vikarabad District
17.603750199999997,77.8704156,3.83175492,Vikarabad District
17.603750199999997,77.8787489,3.22075462,Sangareddy District
17.603750199999997,77.88708220000001,2.99632812,Sangareddy District
17.603750199999997,77.89541559999999,3.73552704,Sangareddy District
17.603750199999997,77.90374890000001,3.7869822999999996,Sangareddy District
17.603750199999997,77.9120822,3.73552704,Sangareddy District
17.603750199999997,77.9204156,13.24607468,Sangareddy District
17.603750199999997,77.9287489,3.7869822999999996,Sangareddy District
17.603750199999997,77.9370822,2.19645,Sangareddy District
17.603750199999997,77.94541559999999,3.07959771,Sangareddy District
17.603750199999997,77.95374890000001,3.36464119,Sangareddy District
17.603750199999997,77.9620822,3.68407178,Sangareddy District
17.603750199999997,77.9704156,3.7869822999999996,Sangareddy District
17.603750199999997,77.9787489,3.7869822999999996,Sangareddy District
17.603750199999997,77.9870822,3.7869822999999996,Sangareddy District
17.603750199999997,77.9954156,3.7869822999999996,Sangareddy District
17.603750199999997,78.0037489,3.7869822999999996,Sangareddy District
17.603750199999997,78.01208220000001,3.7869822999999996,Sangareddy District
17.603750199999997,78.02041559999999,3.7869822999999996,Sangareddy District
17.603750199999997,78.02874890000001,3.76125503,Sangareddy District
17.603750199999997,78.0370822,3.7869822999999996,Sangareddy District
17.603750199999997,78.0454156,3.7869822999999996,Sangareddy District
17.603750199999997,78.0537489,3.7869822999999996,Sangareddy District
17.603750199999997,78.0620822,3.7869822999999996,Sangareddy District
17.5954169,77.3620822,2.71934032,Gulbarga
17.5954169,77.3704156,2.27131724,Kalaburagi District
17.5954169,77.3787489,1.22901762,Bidar District
17.5954169,77.38708220000001,1.17229128,Bidar District
17.5954169,77.39541559999999,0.62956941,Bidar District
17.5954169,77.40374890000001,0.61513203,Bidar District
17.5954169,77.4120822,0.50115877,Kalaburagi District
17.5954169,77.4204156,1.51050913,Kalaburagi District
17.5954169,77.4287489,2.4097929,Bidar
17.5954169,77.4370822,0.56614554,Bidar District
17.5954169,77.44541559999999,0.98150766,Kalaburagi District
17.5954169,77.45374890000001,4.50482798,Sangareddy District
17.5954169,77.4620822,3.7869822999999996,Sangareddy District
17.5954169,77.4704156,3.76125503,Medak
17.5954169,77.4787489,3.67337275,Medak
17.5954169,77.4870822,3.73552704,Sangareddy District
17.5954169,77.4954156,3.76125503,Sangareddy District
17.5954169,77.5037489,3.7869822999999996,Sangareddy District
17.5954169,77.51208220000001,3.7869822999999996,Sangareddy District
17.5954169,77.52041559999999,3.7869822999999996,Sangareddy District
17.5954169,77.52874890000001,3.48258018,Sangareddy District
17.5954169,77.5370822,3.76125503,Sangareddy District
17.5954169,77.5454156,3.45252299,Sangareddy District
17.5954169,77.5537489,3.73552704,Sangareddy District
17.5954169,77.5620822,3.29815722,Sangareddy District
17.5954169,77.57041559999999,2.78360486,Sangareddy District
17.5954169,77.57874890000001,3.7869822999999996,Sangareddy District
17.5954169,77.5870822,5.54957628,Sangareddy District
17.5954169,77.5954156,3.76125503,Sangareddy District
17.5954169,77.6037489,3.50397849,Sangareddy District
17.5954169,77.6120822,2.90094757,Sangareddy District
17.5954169,77.6204156,2.21784759,Sangareddy District
17.5954169,77.6287489,3.42679524,Sangareddy District
17.5954169,77.63708220000001,3.60688829,Sangareddy District
17.5954169,77.64541559999999,3.68407178,Sangareddy District
17.5954169,77.65374890000001,3.45252299,Sangareddy District
17.5954169,77.6620822,3.52970576,Medak
17.5954169,77.6704156,6.13710737,Sangareddy District
17.5954169,77.6787489,3.7869822999999996,Sangareddy District
17.5954169,77.6870822,3.68407178,Sangareddy District
17.5954169,77.69541559999999,4.29733086,Medak
17.5954169,77.70374890000001,4.0807476000000005,Sangareddy District
17.5954169,77.7120822,30.28398705,Sangareddy District
17.5954169,77.7204156,88.85629272,Sangareddy District
17.5954169,77.7287489,3.7869822999999996,Sangareddy District
17.5954169,77.7370822,3.7869822999999996,Sangareddy District
17.5954169,77.7454156,3.7869822999999996,Sangareddy District
17.5954169,77.7537489,3.7869822999999996,Sangareddy District
17.5954169,77.76208220000001,3.7869822999999996,Sangareddy District
17.5954169,77.77041559999999,4.05891085,Vikarabad District
17.5954169,77.77874890000001,4.29055357,Vikarabad District
17.5954169,77.7870822,4.28719568,Vikarabad District
17.5954169,77.7954156,4.29055357,Vikarabad District
17.5954169,77.8037489,4.29055357,Vikarabad District
17.5954169,77.8120822,4.29055357,Vikarabad District
17.5954169,77.82041559999999,4.29055357,Vikarabad District
17.5954169,77.82874890000001,4.20474195,Vikarabad District
17.5954169,77.8370822,4.29055357,Vikarabad District
17.5954169,77.8454156,4.29055357,Vikarabad District
17.5954169,77.8537489,4.29055357,Vikarabad District
17.5954169,77.8620822,4.29055357,Vikarabad District
17.5954169,77.8704156,4.03373241,Sangareddy District
17.5954169,77.8787489,3.7869822999999996,Sangareddy District
17.5954169,77.88708220000001,5.54957628,Sangareddy District
17.5954169,77.89541559999999,3.7869822999999996,Sangareddy District
17.5954169,77.90374890000001,3.7869822999999996,Sangareddy District
17.5954169,77.9120822,3.7869822999999996,Sangareddy District
17.5954169,77.9204156,3.7869822999999996,Sangareddy District
17.5954169,77.9287489,3.7869822999999996,Sangareddy District
17.5954169,77.9370822,3.69765711,Sangareddy District
17.5954169,77.94541559999999,3.2782023000000002,Sangareddy District
17.5954169,77.95374890000001,2.82490993,Sangareddy District
17.5954169,77.9620822,3.37041426,Sangareddy District
17.5954169,77.9704156,3.7869822999999996,Sangareddy District
