,NO,PHC,SS
177,0.9091049480782067,0.055421718986225374,0.035473332935567786
178,0.6180924027883539,0.271402596177112,0.11050500103453421
179,0.9192180679259181,0.05721189135446164,0.023570040719620315
180,0.8021349750937661,0.1099343135912284,0.08793071131500557
181,0.8882709937022244,0.08295523823132822,0.02877376806644741
182,0.8651467575439102,0.07581392349079025,0.059039318965299487
183,0.88327313358267,0.08968184403878877,0.027045022378541218
184,0.6594469148747247,0.19915667756000857,0.1413964075652668
185,0.9306100565949752,0.03864431135325698,0.030745632051767804
186,0.9318423890563768,0.05560679076087102,0.012550820182752167
187,0.7904633662864451,0.11335918053922162,0.0961774531743332
188,0.7534053982826964,0.19013855082255526,0.05645605089474829
189,0.8014564796974613,0.10747778755827317,0.09106573274426548
190,0.8959448238834826,0.03309840391639561,0.07095677220012167
191,0.8793605162625278,0.042072929468751324,0.07856655426872093
192,0.7260007440867275,0.2027081664177189,0.07129108949555356
193,0.7733694969891473,0.09111664533466725,0.1355138576761855
194,0.6046978348258963,0.33450753802405747,0.06079462715004616
195,0.7153191745838167,0.10287122945326532,0.18180959596291804
196,0.7167380964701981,0.24912367748164477,0.034138226048156986
197,0.778515733528968,0.10144465619119897,0.12003961027983302
198,0.9053338747612455,0.0744524175821023,0.020213707656652254
199,0.8306552062254118,0.0977648877001209,0.07157990607446746
200,0.8602380437135945,0.10490687015177774,0.034855086134627816
201,0.6693594880640918,0.16520068334987803,0.1654398285860301
202,0.9056267598378903,0.05384098976090699,0.04053225040120265
203,0.8387692505514523,0.027991938550172228,0.1332388108983755
204,0.8608656725287505,0.07484141147116488,0.06429291600008466
205,0.8625362687673582,0.059916089707651436,0.07754764152499033
206,0.8775806212365808,0.08751198914810131,0.034907389615317856
207,0.8775347594965431,0.07993919779115098,0.042526042712306006
208,0.9521114790375257,0.01716862342699055,0.03071989753548378
209,0.8167411992870051,0.11498182742844947,0.0682769732845454
210,0.9120338770960149,0.03672205458734154,0.05124406831664352
211,0.7481191521096202,0.16778425928605933,0.08409658860432032
212,0.7479405819042453,0.16524851202792468,0.08681090606783005
213,0.9572285820992397,0.017309267022893628,0.02546215087786667
214,0.7739260131070322,0.13183851574218375,0.09423547115078403
215,0.7768277907084703,0.0789346387743094,0.14423757051722025
216,0.8112194983588734,0.126429987597399,0.06235051404372759
217,0.8666377731975546,0.0921290988507701,0.041233127951675094
218,0.5559558375208437,0.2190990305416931,0.22494513193746327
219,0.8081607333630779,0.11953192162656377,0.07230734501035829
220,0.9450300879406471,0.042546181352841245,0.01242373070651163
221,0.7964473558591814,0.14578656304339943,0.05776608109741922
222,0.7135194673738074,0.11484329052755933,0.17163724209863312
223,0.8009438580070345,0.09871367242204296,0.10034246957092245
224,0.5967375734303267,0.3445117026643821,0.05875072390529128
225,0.7553961244601546,0.17328206704135166,0.07132180849849372
226,0.9047672240446258,0.06950049181477372,0.025732284140600373
227,0.9340077991992982,0.021037581951011363,0.04495461884969046
228,0.7992326823052647,0.13301804386341023,0.06774927383132497
229,0.7389610880392218,0.21674803335146087,0.04429087860931737
230,0.8827608614064205,0.06244216671789323,0.05479697187568627
231,0.7355320886600897,0.17000353526533138,0.09446437607457882
232,0.9267303458725948,0.04695290552224075,0.02631674860516431
233,0.9446247599599448,0.052023933390689864,0.003351306649365344
234,0.7828795472202885,0.1191680344596334,0.09795241832007813
235,0.8415220741956028,0.06211688050991505,0.09636104529448232
236,0.9527091376097889,0.039988376413250856,0.007302485976960239
237,0.9403561924164999,0.043734653404156956,0.01590915417934313
238,0.7850391496064528,0.15085496155204153,0.06410588884150566
239,0.6609797132861512,0.14028426380673942,0.19873602290710932
240,0.9593031683398593,0.02351029938422533,0.01718653227591548
241,0.9415013661273215,0.044590243610899555,0.013908390261778956
242,0.7742768632051565,0.11153553675000705,0.11418760004483651
243,0.6245051538855336,0.258388157286905,0.11710668882756135
244,0.9548765242855071,0.033781100958319744,0.01134237475617335
245,0.9070379008998156,0.054100695629557126,0.03886140347062714
246,0.7157561261207399,0.21353165376632116,0.0707122201129389
247,0.8826710501968634,0.09333731082604195,0.023991638977094738
248,0.7542966452779489,0.15455604022351882,0.0911473144985323
249,0.8584041301617721,0.11281174157038786,0.028784128267840086
250,0.8549406026565899,0.11493913599726907,0.030120261346141017
251,0.9563206077966925,0.01586144008339739,0.02781795211991
252,0.6309931726866167,0.3202665284698764,0.04874029884350685
253,0.864651875190463,0.1082955849091917,0.027052539900345274
254,0.9067549726852772,0.04680015156037291,0.046444875754349774
255,0.8755355937489445,0.10374118393483825,0.020723222316217264
256,0.9692095125932749,0.020245307502910224,0.01054517990381482
257,0.5826795417915739,0.3962239106609457,0.021096547547480415
258,0.9070302179066769,0.06471134643981179,0.028258435653511212
259,0.6792228419278442,0.21956369176535187,0.10121346630680389
260,0.6840299647664304,0.2648591049972277,0.051110930236341785
261,0.8494694763233532,0.07541975285192568,0.07511077082472112
262,0.8625314865822208,0.08842004127591672,0.04904847214186243
263,0.82954263971909,0.14421876886832416,0.026238591412585794
264,0.8937427409216149,0.08351316464820141,0.0227440944301837
265,0.9345911314892441,0.04527177136723001,0.020137097143525944
266,0.811141286602682,0.08513903738889349,0.10371967600842448
267,0.9217238125732069,0.04625863379033583,0.03201755363645722
268,0.8449978185916613,0.11641159162663393,0.03859058978170469
269,0.9367859562592099,0.041086218650459055,0.022127825090331142
270,0.7588056285395525,0.18955067501556522,0.05164369644488236
271,0.7642928554699547,0.1502226948310843,0.08548444969896099
272,0.6912367068534938,0.24117164885261713,0.067591644293889
273,0.886125206769291,0.07913952284929184,0.03473527038141732
274,0.8227040764179864,0.10626803034836062,0.07102789323365295
275,0.4631774640697298,0.5076353284733619,0.029187207456908285
276,0.9008139404366546,0.05589161431065343,0.04329444525269203
277,0.9513768729328179,0.021583261207549012,0.027039865859633076
278,0.919771900866315,0.023333767079039742,0.05689433205464534
279,0.9217523958038922,0.031408186369581814,0.046839417826525974
280,0.883451121334984,0.04375354353233458,0.07279533513268129
281,0.8520058324933393,0.07239226399423272,0.07560190351242797
282,0.875657312255866,0.06525918074362336,0.05908350700051073
283,0.8975227962709442,0.06318112343755494,0.039296080291500717
284,0.898912868841362,0.02546197978645101,0.07562515137218705
285,0.933190295885809,0.04279931923140606,0.02401038488278499
286,0.9537306573801305,0.028805441097662112,0.017463901522207326
287,0.9303649096019762,0.034215824876628935,0.035419265521394815
288,0.6696390069615608,0.07122919208776743,0.25913180095067184
289,0.9500865235158503,0.015973377859919563,0.033940098624230274
290,0.8979537856273695,0.035192869805424624,0.06685334456720574
291,0.6438561270639024,0.044764083701445634,0.311379789234652
292,0.6974232055090559,0.2438327923823007,0.058744002108643376
293,0.9091295847899353,0.06940170156434003,0.021468713645724637
294,0.7492194727673054,0.09521722213856544,0.15556330509412913
295,0.7633672417898683,0.14841320554564272,0.08821955266448905
296,0.9288998355195883,0.01900043026922953,0.052099734211182136
297,0.7647670907155288,0.1899183837656644,0.04531452551880679
298,0.8129208530976608,0.09587511316255116,0.09120403373978807
299,0.8740531024236431,0.08499805157277389,0.04094884600358311
300,0.8652606703923486,0.09658143647496194,0.03815789313268955
301,0.960694896178186,0.007780185755951756,0.03152491806586218
302,0.837097096950795,0.07782281633792594,0.08508008671127909
303,0.7682577267345853,0.12391693826751417,0.10782533499790063
304,0.6613357691797919,0.30324658287100187,0.03541764794920632
305,0.9478169407373743,0.025209709233972755,0.026973350028652934
306,0.9355559022018973,0.02546579641009275,0.0389783013880099
307,0.9644329525978873,0.01592819113020393,0.019638856271908974
308,0.8699930302904185,0.05347910743929729,0.07652786227028423
309,0.9625744964220299,0.00684855742509364,0.03057694615287648
310,0.8073541711935619,0.12731307826662555,0.06533275053981255
311,0.869051281654665,0.06772738728805827,0.06322133105727672
312,0.7777583183991891,0.09867660470177096,0.12356507689904002
313,0.9684079522346137,0.020942544517848202,0.010649503247538014
314,0.6588082674628422,0.2963904920934027,0.04480124044375534
315,0.9224691294414463,0.015590549584360828,0.061940320974192845
316,0.8982626489903932,0.059156458422899315,0.04258089258670744
317,0.8071598007283811,0.05906760319437021,0.13377259607724867
318,0.8442875618806103,0.019696673648783043,0.13601576447060665
319,0.9445623695713702,0.02862770519082458,0.02680992523780514
320,0.9280375685049558,0.04210319204759626,0.029859239447448047
321,0.731001663191072,0.17433893145199322,0.09465940535693484
322,0.8905597004848078,0.03607774664417736,0.07336255287101479
323,0.9520243509848564,0.02863890782746563,0.019336741187678034
324,0.9622639509513177,0.009424344519736238,0.02831170452894625
325,0.6287903069868102,0.29160477263254203,0.07960492038064773
326,0.910994037596074,0.07174822923311239,0.017257733170813576
327,0.9218874781087762,0.02535231360605437,0.05276020828516932
328,0.9277368918077028,0.0639596466865189,0.008303461505778282
329,0.924477236803441,0.01701542687299383,0.058507336323565154
330,0.715912009092211,0.110266966070524,0.17382102483726497
331,0.7757149612428595,0.17196957688298045,0.05231546187416003
332,0.9373136726565274,0.012454355656831933,0.05023197168664065
333,0.9272841400934454,0.04087756981485155,0.0318382900917032
334,0.9130574762879586,0.046712862741605396,0.040229660970436044
335,0.7897612777306142,0.06553792633681109,0.1447007959325747
336,0.751878787729886,0.06488060855127506,0.183240603718839
337,0.9362491374877484,0.04090451055748821,0.022846351954763443
338,0.6739402790286678,0.13043750527232426,0.195622215699008
339,0.8952952159658903,0.056301934285200736,0.0484028497489089
340,0.6346547201880971,0.029883943680982437,0.3354613361309205
341,0.7150868740685772,0.1936920663957873,0.09122105953563547
342,0.937146311496199,0.04396432839806858,0.018889360105732368
343,0.9195137493823897,0.024207458116992195,0.05627879250061803
344,0.9163247257883201,0.052102448909541486,0.03157282530213831
345,0.7654951105828828,0.07824285701150208,0.15626203240561523
346,0.9353581190189278,0.034516913987509626,0.03012496699356252
347,0.9033888012033019,0.05992928338272532,0.036681915413972685
348,0.851381089761039,0.07516714316924278,0.07345176706971827
349,0.8681780921350565,0.05303062177611092,0.07879128608883262
350,0.8627167469828855,0.0592784854631767,0.07800476755393795
351,0.9153600191952523,0.03509909522064666,0.04954088558410097
352,0.7142098348545648,0.1676713207858388,0.11811884435959638
353,0.9324470438697204,0.04528203525202304,0.022270920878256474
354,0.8981688152114645,0.009494729095793296,0.09233645569274213
355,0.8571362354345576,0.0896722580321378,0.053191506533304664
356,0.9433853647204019,0.03724896026813557,0.019365675011462555
357,0.9167093406610165,0.05243135357515747,0.030859305763826044
358,0.9782299598830467,0.008838349856242971,0.01293169026071028
359,0.7650208088992815,0.15904415847989198,0.0759350326208267
360,0.9079747622181581,0.06156411686314708,0.030461120918694854
361,0.9321519234295234,0.04005215563088851,0.027795920939588024
362,0.9309612031525534,0.06040241126401579,0.008636385583430798
363,0.8629129693765283,0.0774641043819811,0.05962292624149063
364,0.9397671141380999,0.041661794704163056,0.01857109115773699
365,0.9756863069172811,0.002561829316151858,0.021751863766567098
366,0.8040851686997808,0.11752776228897056,0.0783870690112487
367,0.7772107809311002,0.11558664828070415,0.10720257078819552
368,0.8444538117950314,0.09799818048217525,0.0575480077227933
369,0.8029781923046618,0.12921171120789207,0.0678100964874461
370,0.8769237770199788,0.053347970771562905,0.06972825220845814
371,0.9252110652763532,0.01641706622792217,0.05837186849572469
372,0.9078303451353037,0.06304220899378232,0.029127445870914048
373,0.8691908582680493,0.059691666970454096,0.07111747476149667
374,0.9487396016834138,0.015365824394714168,0.03589457392187211
375,0.8353976285638834,0.04309128440701136,0.12151108702910532
376,0.7157535010520107,0.13564417012423463,0.14860232882375454
377,0.9136914755209828,0.014905225517645029,0.0714032989613721
378,0.7345361592627245,0.059138282678441005,0.20632555805883454
379,0.9436195270098369,0.01947509936671199,0.036905373623451185
380,0.894303626373982,0.04921985699747122,0.05647651662854674
381,0.9538569026418192,0.01730555989601757,0.028837537462163255
382,0.938447082504424,0.03161685108905573,0.029936066406520363
383,0.7593083799427298,0.1961809880768546,0.044510631980415626
384,0.8126327296098312,0.14127125107374372,0.046096019316425
385,0.8897294960634069,0.06086112333505689,0.049409380601536275
386,0.8699811993769088,0.04670372305946944,0.08331507756362182
387,0.8385514278416303,0.09853137066962989,0.06291720148873975
388,0.9504842195573538,0.008392399563511782,0.04112338087913438
389,0.9088987824407305,0.057852968321210556,0.033248249238058906
390,0.9370944930666684,0.04065748580474093,0.022248021128590822
391,0.8803257537651552,0.05367106217211421,0.06600318406273048
392,0.9293886849302919,0.03583343447995728,0.034777880589750725
393,0.8784051424620632,0.08260217073184047,0.03899268680609626
394,0.91095247091461,0.037854075813453264,0.05119345327193662
395,0.9078443649235691,0.07041986033369549,0.021735774742735352
396,0.9637692548416692,0.02325083847867672,0.012979906679654098
397,0.810190399581082,0.10613018117742352,0.08367941924149455
398,0.9314607392965757,0.037301969144745574,0.03123729155867871
399,0.8817192190158188,0.11263100715299777,0.005649773831183461
400,0.6573379061682039,0.09259758242560596,0.2500645114061902
401,0.8159358166436429,0.1259670908949646,0.05809709246139244
402,0.7400842912644603,0.19652468869463824,0.0633910200409015
403,0.711963862483116,0.21451517963873154,0.0735209578781524
404,0.740076728582653,0.13493979323009334,0.12498347818725364
405,0.7940302682035477,0.0686706573296939,0.1372990744667583
406,0.8236917648700429,0.11772712946280577,0.05858110566715125
407,0.9237643052116618,0.014912311290006737,0.06132338349833164
408,0.9459674340032541,0.017796232541760063,0.03623633345498569
409,0.7486025933620372,0.10180005542526291,0.14959735121269993
410,0.9419709352449949,0.02501402682890336,0.03301503792610185
411,0.7594902244015831,0.0478748462692618,0.19263492932915524
412,0.9174695385207313,0.04084553397168925,0.04168492750757948
413,0.8984090234422949,0.03919633375639116,0.062394642801313766
414,0.9848222528659599,0.006576752167174143,0.0086009949668659
415,0.8680870432762843,0.07435202295842595,0.05756093376528973
416,0.8372578596143041,0.06463461880349884,0.0981075215821971
417,0.773673108397247,0.11887143315922818,0.10745545844352469
418,0.8759417943769778,0.06973903661347199,0.054319169009550056
419,0.7419484551461073,0.20213930154672774,0.055912243307164954
420,0.4147774656713394,0.08570671605566497,0.49951581827299557
421,0.927506523431712,0.04891691090925402,0.023576565659033984
422,0.8766704441802643,0.030663155831401355,0.09266639998833429
423,0.8452461003594376,0.026119828044431716,0.12863407159613066
424,0.9298462073577622,0.034694094907326944,0.035459697734910846
425,0.6505428127998397,0.23428706570275426,0.115170121497406
426,0.8964985610161014,0.07763233269765636,0.025869106286242158
427,0.7842943727239294,0.0886144848172166,0.1270911424588539
428,0.730750322784091,0.1500316569266407,0.11921802028926821
429,0.9088979648842762,0.061168264265193464,0.029933770850530263
430,0.9006104877832951,0.04971470022635635,0.0496748119903486
431,0.8935258021323064,0.06586863276882539,0.0406055650988682
432,0.9143690127158713,0.018251427271889,0.06737956001223962
433,0.7810145784670284,0.11968331166467722,0.09930210986829442
434,0.47196134226786485,0.14276919146856806,0.3852694662635672
435,0.9439633198770472,0.03755357789369048,0.018483102229262353
436,0.8917433763003109,0.07134991340728218,0.036906710292407024
437,0.6494586002165523,0.09731540198797753,0.2532259977954701
438,0.5591882808433685,0.23919298146801846,0.2016187376886131
439,0.968952913288477,0.01132011838191185,0.019726968329611173
440,0.913121112393875,0.0652975630791605,0.021581324526964527
441,0.8900873470925278,0.044092161845833464,0.06582049106163883
442,0.9591622507060397,0.013976486826765213,0.026861262467195085
443,0.9345074558203723,0.02807629302793033,0.03741625115169726
444,0.4878924566291666,0.2145514366954616,0.2975561066753718
445,0.9650067162372421,0.020879607763782348,0.014113675998975632
446,0.8881725006496837,0.05813446285199437,0.05369303649832201
447,0.8511358617559884,0.09491097479010797,0.05395316345390354
448,0.9000908015387428,0.034706288590310906,0.06520290987094633
449,0.783969022000878,0.12186830094342078,0.09416267705570104
450,0.8699513205240481,0.07499155092583455,0.055057128550117344
451,0.8923869616698048,0.05952103420118834,0.048092004129006924
452,0.9563407014153409,0.026276206792858987,0.01738309179180009
453,0.8698785213748449,0.04622670766488507,0.08389477096027004
454,0.8229726889615706,0.09738476131327266,0.07964254972515682
455,0.9360469069783056,0.0330369824536882,0.030916110568006205
456,0.8603941682247516,0.07822630386758893,0.061379527907659506
457,0.8389647736049524,0.06267727695774677,0.09835794943730079
458,0.7984924757209421,0.12056933463876233,0.08093818964029553
459,0.8796012713735334,0.07752604804209028,0.04287268058437634
460,0.9152958674866076,0.051544282917006565,0.033159849596385634
461,0.9320772671013111,0.028427621083293494,0.03949511181539545
462,0.8579852511623463,0.10370097058866445,0.038313778248989246
463,0.7047539158440382,0.1133331008042029,0.18191298335175893
464,0.9224578792087866,0.04550193700981181,0.032040183781401554
465,0.9207453064841683,0.054723191763772945,0.024531501752058822
466,0.9838914521664016,0.008325117400287655,0.00778343043331054
467,0.7427104612644393,0.1057191134329478,0.15157042530261283
468,0.8988072653963901,0.05833264351242286,0.04286009109118702
469,0.7804182753651117,0.06891000370138743,0.15067172093350092
470,0.7554352264384459,0.08226786885937057,0.1622969047021837
471,0.9387968236239199,0.03012801718884916,0.031075159187230944
472,0.8972235268040206,0.07831800086047364,0.024458472335505643
473,0.8271012258850527,0.01638616189692001,0.15651261221802718
474,0.8375325658912325,0.05417163736028992,0.10829579674847753
475,0.5926284571634018,0.33409993004773836,0.07327161278885981
476,0.7761648614046229,0.05515888604407257,0.16867625255130456
477,0.834845545982781,0.0433920077056815,0.12176244631153742
478,0.9613281635426721,0.021175899954181707,0.017495936503146056
479,0.9628830159376381,0.018595855219403365,0.018521128842958357
480,0.912268278370327,0.048878110463339876,0.03885361116633309
481,0.7700502664384248,0.1893168772262625,0.040632856335312745
482,0.8414123231370718,0.09082221669981545,0.06776546016311273
483,0.8916157143360005,0.05887988982356204,0.049504395840437324
