,NO,PHC,SS
0,0.9610685346406497,0.01288808435031307,0.02604338100903722
1,0.9407552510756947,0.024433625249699057,0.03481112367460625
2,0.9425149024691968,0.02051907586760183,0.03696602166320148
3,0.9238987976833144,0.036358300038392834,0.03974290227829293
4,0.9445368883335342,0.02639559663520169,0.02906751503126407
5,0.952757939996437,0.014990004822272628,0.03225205518129039
6,0.7267662304556687,0.24210416346311323,0.031129606081217974
7,0.8299359592042624,0.12073671421224995,0.049327326583487624
8,0.9180946147697722,0.06307011970212102,0.018835265528106958
9,0.7112323826198197,0.24724611039778463,0.04152150698239565
10,0.9210466032970068,0.038387650993203445,0.040565745709789755
11,0.8745996584012892,0.10093866258147591,0.024461679017234905
12,0.8559992658386064,0.09177441729630738,0.0522263168650862
13,0.9213185545410325,0.03258790910373638,0.046093536355231036
14,0.8883886430437263,0.08581325959481223,0.025798097361461464
15,0.8979201053251644,0.062015459382772815,0.040064435292062744
16,0.8493512605973556,0.062002452156527985,0.08864628724611645
17,0.8895651577012936,0.07839564676239295,0.032039195536313334
18,0.8331294454806745,0.12104976535736164,0.04582078916196384
19,0.7199871727566155,0.2347703032472684,0.045242523996116155
20,0.7955354620262045,0.1497538841869151,0.054710653786880496
21,0.8868227572353006,0.06744982344754444,0.045727419317154884
22,0.8251574833758324,0.05780881934793579,0.11703369727623188
23,0.6195431389952715,0.18701723589126454,0.19343962511346402
24,0.925867076625008,0.04692451454834596,0.02720840882664594
25,0.8902974270811811,0.05362296969132855,0.056079603227490296
26,0.9458901598903998,0.024100182653000454,0.03000965745659977
27,0.9414865760080026,0.03454414648500876,0.023969277506988632
28,0.9705265515039628,0.020297803429034443,0.009175645067002603
29,0.969594737000412,0.020467687744988868,0.009937575254599184
30,0.9147913193435205,0.05739794437598385,0.027810736280495674
31,0.9222756713541748,0.03148949991384826,0.04623482873197704
32,0.9579262348075948,0.03285101041598206,0.00922275477642315
33,0.8673839550339588,0.11051348388753902,0.02210256107850216
34,0.8682639550405621,0.12137530059001357,0.010360744369424172
35,0.7443257578989557,0.22859135127831592,0.02708289082272834
36,0.8695891932049771,0.07539755875555056,0.05501324803947227
37,0.7697598709158198,0.13671318863807702,0.09352694044610321
38,0.9738359793014498,0.015034860178233848,0.011129160520316381
39,0.9324625490455507,0.04097341914495592,0.026564031809493436
40,0.839977384366042,0.11703294605775377,0.04298966957620433
41,0.9400124035557228,0.02980487530170751,0.030182721142569608
42,0.9634742525487813,0.03000436286771938,0.0065213845834993425
43,0.8552646153535812,0.09735051248776806,0.047384872158650726
44,0.9301162614689019,0.03328132303782708,0.03660241549327106
45,0.7211657712343988,0.24769679584760504,0.031137432917996193
46,0.6803026816221326,0.12152977911148949,0.19816753926637792
47,0.9261375869526248,0.05309604978552857,0.02076636326184655
48,0.9415938065554473,0.02467212792675563,0.03373406551779705
49,0.9411391349648076,0.04846932249848816,0.010391542536704275
50,0.9633803670961087,0.027984038660745104,0.008635594243146109
51,0.9649667616889855,0.023338484757578454,0.011694753553435976
52,0.8567245405662761,0.11117042842202061,0.032105031011703235
53,0.8390605102957414,0.09227449554518674,0.06866499415907189
54,0.9295014873775364,0.042633839332445314,0.027864673290018318
55,0.8039817920703356,0.16951754019051085,0.026500667739153473
56,0.9505062282225587,0.030721444792522045,0.018772326984919364
57,0.9121234670555449,0.03982636093428196,0.04805017201017314
58,0.9296578095869686,0.062030150946286396,0.008312039466744952
59,0.9340910417692994,0.04991090097606719,0.015998057254633467
60,0.897099927498603,0.06967485141340801,0.033225221087989205
61,0.7620700901495188,0.15922855816738937,0.07870135168309188
62,0.9405719676782499,0.046176970272600426,0.013251062049149673
63,0.86638092746669,0.07650708815578412,0.0571119843775258
64,0.7325309874002586,0.22065384178697203,0.04681517081276928
65,0.9618818066627293,0.01637627175279332,0.02174192158447747
66,0.9252869094902756,0.044694265011275026,0.03001882549844933
67,0.946938539930112,0.04637662817502288,0.006684831894865289
68,0.9564971061156813,0.014125168516365187,0.029377725367953557
69,0.8131717691375144,0.15440802943374857,0.03242020142873697
70,0.7332074723346159,0.19878214840890945,0.06801037925647464
71,0.8341163683065637,0.14855640380717144,0.017327227886264857
72,0.7758586765872723,0.14264844361978388,0.08149287979294394
73,0.919246649624481,0.03212301122568219,0.04863033914983686
74,0.6596972788317911,0.04757095136318649,0.2927317698050224
75,0.9573465918345916,0.02161941623674724,0.02103399192866124
76,0.9286511171118405,0.0434826275945891,0.027866255293570494
77,0.9160716127598598,0.02687120971187276,0.05705717752826728
78,0.5967439974248144,0.16337431150375634,0.23988169107142918
79,0.8423103763295194,0.08332060039165844,0.07436902327882222
80,0.9390927500973563,0.028917953638132748,0.03198929626451099
81,0.9424468206071792,0.04709560472355156,0.010457574669269137
82,0.7337758379123975,0.2100568216052118,0.0561673404823907
83,0.8409986607602081,0.1043920025076461,0.05460933673214576
84,0.8490163743833169,0.12034003048243845,0.030643595134244743
85,0.9278615400819943,0.05349445967461364,0.018644000243392137
86,0.6664735053511724,0.2826978335973223,0.05082866105150525
87,0.761980210570583,0.17170295673844133,0.06631683269097563
88,0.9262912799061175,0.016088798352977534,0.057619921740904995
89,0.9223308812920328,0.05944216145163876,0.018226957256328443
90,0.9515883255701466,0.03285040449493278,0.015561269934920505
91,0.8706579754663423,0.09764421969541882,0.0316978048382389
92,0.7578536537570794,0.15363889912343667,0.08850744711948397
93,0.7159400935255718,0.2252529079689871,0.05880699850544118
94,0.9251132612403871,0.04593502297420001,0.028951715785412908
95,0.8466970030719976,0.04379282733372017,0.1095101695942822
96,0.920407910530043,0.042549678746645676,0.037042410723311325
97,0.765313770752974,0.21541365206524446,0.019272577181781533
98,0.8755422099923974,0.038723268791373944,0.08573452121622874
99,0.9306565516368355,0.04736096072946238,0.02198248763370212
100,0.8679820866252286,0.07948547228571991,0.052532441089051626
101,0.9177995169547621,0.05700031174775259,0.025200171297485318
102,0.9265938776970022,0.04111756075697385,0.032288561546024046
103,0.7734786899939203,0.17811563703605646,0.04840567297002326
104,0.8962580005533329,0.09364667281742928,0.010095326629237804
105,0.8971832423691579,0.08262309212230684,0.020193665508535276
106,0.7874518358592715,0.060976245366986676,0.15157191877374185
107,0.9124913590584762,0.07740506714671025,0.010103573794813558
108,0.9218291003424856,0.05846471672361364,0.019706182933900734
109,0.785513123271025,0.18677816214783965,0.02770871458113536
110,0.9197111645252811,0.05584938146412439,0.02443945401059445
111,0.5971814349272562,0.38479388532643427,0.018024679746309686
112,0.8384758794776123,0.12622909598033433,0.035295024542053396
113,0.5913702178143387,0.32164601924250585,0.08698376294315542
114,0.9391977272655379,0.04053749063489316,0.02026478209956906
115,0.5064728715094065,0.35998654573893457,0.13354058275165898
116,0.8593243949561145,0.06520923502141308,0.07546637002247236
117,0.6295511990819673,0.2230406793012014,0.14740812161683126
118,0.62124770681443,0.17359485299507035,0.20515744019049975
119,0.9664532706312157,0.02435932797274189,0.0091874013960425
120,0.8647291973276936,0.06921368267264781,0.06605711999965867
121,0.743860771271126,0.12876101324320274,0.1273782154856713
122,0.8032367258834577,0.09317602213002892,0.1035872519865134
123,0.8330852222373385,0.11202984233928526,0.054884935423376295
124,0.5014765840654848,0.46086460248611905,0.0376588134483962
125,0.8038333066305946,0.08984575799370816,0.10632093537569733
126,0.9215674375423596,0.053802433923235964,0.024630128534404352
127,0.7991617481793156,0.10708820490808339,0.09375004691260086
128,0.7625548077332479,0.13984410551867252,0.09760108674807962
129,0.8789959837410456,0.09041384317197504,0.030590173086979405
130,0.9288289665078178,0.03729439067773396,0.033876642814448354
131,0.8083124637146756,0.07082346209356835,0.12086407419175596
132,0.8767366292698912,0.056273173948961745,0.06699019678114722
133,0.741533228468407,0.18902402154431852,0.06944274998727437
134,0.8766370074866837,0.10392674555294855,0.01943624696036764
135,0.9684373315374,0.017469282163002715,0.014093386299597475
136,0.8728931971479508,0.09304183685363701,0.03406496599841221
137,0.7100027006505703,0.2454936534001763,0.04450364594925338
138,0.844507700707076,0.11164723028045402,0.04384506901246997
139,0.4690224175870532,0.31766658919718543,0.2133109932157613
140,0.9045881972680715,0.054576400406579635,0.0408354023253489
141,0.7767418721727136,0.19967385407485144,0.023584273752435
142,0.8850535382557027,0.08714201804856594,0.027804443695731523
143,0.8052052778934855,0.12276679356371077,0.07202792854280375
144,0.7492991195707903,0.1758091702340784,0.0748917101951312
145,0.7844613222717368,0.14685944698418524,0.06867923074407783
146,0.8004846734980439,0.1291101448409823,0.07040518166097369
147,0.6758976741791876,0.28787582847824916,0.03622649734256326
148,0.5408140703959667,0.4009177333563561,0.05826819624767713
149,0.8583552618830221,0.03388043047502644,0.10776430764195132
150,0.8463792121214064,0.10526732111387069,0.04835346676472288
151,0.7601177539252414,0.20774085408564127,0.03214139198911739
152,0.8607622427252427,0.08638849394911188,0.05284926332564541
153,0.8344362621576273,0.14051898759999967,0.02504475024237291
154,0.8361286595434974,0.1160774457579769,0.04779389469852576
155,0.6550704535259773,0.2842152993487147,0.060714247125308075
156,0.8104035937949796,0.1568175786828427,0.03277882752217762
157,0.9436766234302341,0.03144312339922269,0.024880253170543255
158,0.9522440670227196,0.03134300784908414,0.0164129251281963
159,0.9296292429075461,0.03904562377191596,0.03132513332053796
160,0.6335381467999727,0.3077542456845052,0.05870760751552211
161,0.9419114186290637,0.03507438041993014,0.02301420095100612
162,0.8689013847738066,0.10630215336791596,0.02479646185827735
163,0.8755855237648655,0.07955158584896936,0.04486289038616515
164,0.8716240306407572,0.07777687414849206,0.05059909521075062
165,0.7190618348596122,0.17200211695474266,0.10893604818564512
166,0.7423034858833767,0.1601822022385519,0.09751431187807137
167,0.5587908980529581,0.3614904733873912,0.0797186285596506
168,0.703164119244192,0.23721509317255277,0.05962078758325519
169,0.48054394850103216,0.3924977150316653,0.12695833646730256
170,0.9652857527682758,0.021172389599020677,0.013541857632703436
171,0.7760749396251498,0.15610817493400045,0.06781688544084975
172,0.7826350392206214,0.12029936998456053,0.0970655907948181
173,0.6011300779569517,0.28897730504844743,0.10989261699460073
174,0.8632085707332305,0.10272453997146513,0.03406688929530431
175,0.8212968608277995,0.08937487021031919,0.08932826896188126
176,0.7344536720878493,0.1508467962607302,0.11469953165142056
