scenario_name,ss_mode,ss_replenishment_source,phc_replenishment_disrupt,annual_cce_disruptions,phc,ss,overall
baseline,periodic,phc,0,0,0.2421875,0.26737967914438504,0.2571428571428571
baseline,periodic,phc,0,0,0.256,0.17032967032967034,0.20521172638436483
baseline,periodic,phc,0,0,0.28225806451612906,0.287292817679558,0.28524590163934427
baseline,periodic,phc,0,0,0.16911764705882354,0.19631901840490798,0.18394648829431437
baseline,periodic,phc,0,0,0.22962962962962963,0.19889502762430938,0.2120253164556962
baseline,periodic,phc,0,0,0.20588235294117646,0.22459893048128343,0.21671826625386997
baseline,periodic,phc,0,0,0.2246376811594203,0.1977401129943503,0.20952380952380953
baseline,periodic,phc,0,0,0.24242424242424243,0.23595505617977527,0.23870967741935484
baseline,periodic,phc,0,0,0.24087591240875914,0.24731182795698925,0.24458204334365324
baseline,periodic,phc,0,0,0.27941176470588236,0.2625,0.2702702702702703
baseline,periodic,phc,0,0,0.2,0.2185792349726776,0.2108626198083067
baseline,periodic,phc,0,0,0.184,0.20430107526881722,0.19614147909967847
baseline,periodic,phc,0,0,0.2391304347826087,0.19642857142857142,0.21568627450980393
baseline,periodic,phc,0,0,0.20270270270270271,0.27380952380952384,0.24050632911392406
baseline,periodic,phc,0,0,0.2565789473684211,0.18471337579617833,0.22006472491909385
baseline,periodic,phc,0,0,0.2698412698412698,0.203125,0.22955974842767296
baseline,periodic,phc,0,0,0.18064516129032257,0.19631901840490798,0.18867924528301888
baseline,periodic,phc,0,0,0.24822695035460993,0.1834319526627219,0.2129032258064516
baseline,periodic,phc,0,0,0.16417910447761194,0.2647058823529412,0.22039473684210525
baseline,periodic,phc,0,0,0.21323529411764705,0.25153374233128833,0.23411371237458195
baseline,periodic,phc,0,0,0.26666666666666666,0.26627218934911245,0.26644736842105265
baseline,periodic,phc,0,0,0.2283464566929134,0.25142857142857145,0.24172185430463577
baseline,periodic,phc,0,0,0.18471337579617833,0.23125,0.2082018927444795
baseline,periodic,phc,0,0,0.2535211267605634,0.2303370786516854,0.240625
baseline,periodic,phc,0,0,0.22727272727272727,0.2681564245810056,0.2508038585209003
baseline,periodic,phc,0,0,0.2152777777777778,0.23809523809523808,0.22756410256410256
baseline,periodic,phc,0,0,0.23728813559322035,0.23214285714285715,0.23426573426573427
baseline,periodic,phc,0,0,0.19047619047619047,0.19879518072289157,0.19488817891373802
baseline,periodic,phc,0,0,0.2248062015503876,0.20903954802259886,0.21568627450980393
baseline,periodic,phc,0,0,0.23387096774193547,0.21578947368421053,0.2229299363057325
baseline,periodic,phc,0,0,0.3467741935483871,0.22459893048128343,0.2733118971061093
baseline,periodic,phc,0,0,0.20930232558139536,0.20454545454545456,0.20655737704918034
baseline,periodic,phc,0,0,0.15267175572519084,0.18181818181818182,0.16938110749185667
baseline,periodic,phc,0,0,0.2191780821917808,0.21951219512195122,0.21935483870967742
baseline,periodic,phc,0,0,0.2462686567164179,0.2640449438202247,0.2564102564102564
baseline,periodic,phc,0,0,0.23448275862068965,0.2484472049689441,0.24183006535947713
baseline,periodic,phc,0,0,0.2536231884057971,0.22023809523809523,0.23529411764705882
baseline,periodic,phc,0,0,0.21641791044776118,0.2485207100591716,0.23432343234323433
baseline,periodic,phc,0,0,0.21739130434782608,0.22905027932960895,0.22397476340694006
baseline,periodic,phc,0,0,0.22137404580152673,0.20994475138121546,0.21474358974358973
baseline,periodic,phc,0,0,0.2589928057553957,0.2331288343558282,0.24503311258278146
baseline,periodic,phc,0,0,0.25190839694656486,0.20786516853932585,0.22653721682847897
baseline,periodic,phc,0,0,0.23333333333333334,0.20125786163522014,0.2168284789644013
baseline,periodic,phc,0,0,0.20408163265306123,0.2781065088757396,0.24367088607594936
baseline,periodic,phc,0,0,0.18045112781954886,0.24571428571428572,0.21753246753246752
baseline,periodic,phc,0,0,0.25735294117647056,0.22413793103448276,0.23870967741935484
baseline,periodic,phc,0,0,0.2,0.26373626373626374,0.2360248447204969
baseline,periodic,phc,0,0,0.26,0.2545454545454545,0.2571428571428571
baseline,periodic,phc,0,0,0.2074074074074074,0.21390374331550802,0.2111801242236025
baseline,periodic,phc,0,0,0.19008264462809918,0.19444444444444445,0.19269102990033224
baseline,periodic,phc,0,0,0.2619047619047619,0.25,0.25496688741721857
baseline,periodic,phc,0,0,0.2692307692307692,0.22485207100591717,0.24615384615384617
baseline,periodic,phc,0,0,0.1791044776119403,0.21052631578947367,0.19672131147540983
baseline,periodic,phc,0,0,0.25984251968503935,0.22413793103448276,0.23920265780730898
baseline,periodic,phc,0,0,0.26811594202898553,0.2529411764705882,0.2597402597402597
baseline,periodic,phc,0,0,0.24475524475524477,0.22807017543859648,0.2356687898089172
baseline,periodic,phc,0,0,0.22666666666666666,0.25,0.238562091503268
baseline,periodic,dvs,0,0,0.224,0.22598870056497175,0.2251655629139073
baseline,periodic,dvs,0,0,0.2361111111111111,0.19753086419753085,0.21568627450980393
baseline,periodic,dvs,0,0,0.2191780821917808,0.23668639053254437,0.22857142857142856
baseline,periodic,dvs,0,0,0.24475524475524477,0.14201183431952663,0.1891025641025641
baseline,periodic,dvs,0,0,0.24812030075187969,0.20652173913043478,0.22397476340694006
baseline,periodic,dvs,0,0,0.2595419847328244,0.2,0.22429906542056074
baseline,periodic,dvs,0,0,0.2966101694915254,0.21578947368421053,0.24675324675324675
baseline,periodic,dvs,0,0,0.16923076923076924,0.1952662721893491,0.18394648829431437
baseline,periodic,dvs,0,0,0.20134228187919462,0.20606060606060606,0.20382165605095542
baseline,periodic,dvs,0,0,0.2440944881889764,0.21666666666666667,0.2280130293159609
baseline,periodic,dvs,0,0,0.1875,0.20359281437125748,0.19571865443425077
baseline,periodic,dvs,0,0,0.2396694214876033,0.20707070707070707,0.219435736677116
baseline,periodic,dvs,0,0,0.2833333333333333,0.25136612021857924,0.264026402640264
baseline,periodic,dvs,0,0,0.24427480916030533,0.22988505747126436,0.2360655737704918
baseline,periodic,dvs,0,0,0.2328767123287671,0.26744186046511625,0.25157232704402516
baseline,periodic,dvs,0,0,0.2571428571428571,0.2754491017964072,0.2671009771986971
baseline,periodic,dvs,0,0,0.25925925925925924,0.17714285714285713,0.2129032258064516
baseline,periodic,dvs,0,0,0.18548387096774194,0.2303370786516854,0.2119205298013245
baseline,periodic,dvs,0,0,0.2608695652173913,0.24277456647398843,0.2508038585209003
baseline,periodic,dvs,0,0,0.1619718309859155,0.2441860465116279,0.2070063694267516
baseline,periodic,dvs,0,0,0.2127659574468085,0.15,0.17757009345794392
baseline,periodic,dvs,0,0,0.3014705882352941,0.20786516853932585,0.2484076433121019
baseline,periodic,dvs,0,0,0.2076923076923077,0.24571428571428572,0.22950819672131148
baseline,periodic,dvs,0,0,0.2302158273381295,0.1875,0.20634920634920634
baseline,periodic,dvs,0,0,0.2158273381294964,0.18674698795180722,0.2
baseline,periodic,dvs,0,0,0.18699186991869918,0.1989247311827957,0.1941747572815534
baseline,periodic,dvs,0,0,0.2108843537414966,0.25443786982248523,0.23417721518987342
baseline,periodic,dvs,0,0,0.22142857142857142,0.21511627906976744,0.21794871794871795
baseline,periodic,dvs,0,0,0.3006993006993007,0.2235294117647059,0.25878594249201275
baseline,periodic,dvs,0,0,0.24305555555555555,0.23076923076923078,0.2364217252396166
baseline,periodic,dvs,0,0,0.2537313432835821,0.24864864864864866,0.2507836990595611
baseline,periodic,dvs,0,0,0.2462686567164179,0.21893491124260356,0.23102310231023102
baseline,periodic,dvs,0,0,0.192,0.2,0.19682539682539682
baseline,periodic,dvs,0,0,0.2517985611510791,0.23163841807909605,0.24050632911392406
baseline,periodic,dvs,0,0,0.19424460431654678,0.20238095238095238,0.1986970684039088
baseline,periodic,dvs,0,0,0.291044776119403,0.22023809523809523,0.25165562913907286
baseline,periodic,dvs,0,0,0.22556390977443608,0.22807017543859648,0.22697368421052633
baseline,periodic,dvs,0,0,0.24242424242424243,0.2303370786516854,0.23548387096774193
baseline,periodic,dvs,0,0,0.2925170068027211,0.2875,0.2899022801302932
baseline,periodic,dvs,0,0,0.21374045801526717,0.24157303370786518,0.2297734627831715
baseline,periodic,dvs,0,0,0.21739130434782608,0.24861878453038674,0.23510971786833856
baseline,periodic,dvs,0,0,0.2116788321167883,0.16022099447513813,0.18238993710691823
baseline,periodic,dvs,0,0,0.2231404958677686,0.24479166666666666,0.2364217252396166
baseline,periodic,dvs,0,0,0.22627737226277372,0.18857142857142858,0.20512820512820512
baseline,periodic,dvs,0,0,0.25384615384615383,0.2616279069767442,0.2582781456953642
baseline,periodic,dvs,0,0,0.23703703703703705,0.20238095238095238,0.21782178217821782
baseline,periodic,dvs,0,0,0.2631578947368421,0.19230769230769232,0.2222222222222222
baseline,periodic,dvs,0,0,0.21481481481481482,0.20224719101123595,0.20766773162939298
baseline,periodic,dvs,0,0,0.203125,0.2247191011235955,0.21568627450980393
baseline,periodic,dvs,0,0,0.232,0.28421052631578947,0.2634920634920635
baseline,periodic,dvs,0,0,0.2518518518518518,0.21839080459770116,0.23300970873786409
baseline,periodic,dvs,0,0,0.23741007194244604,0.24277456647398843,0.2403846153846154
baseline,periodic,dvs,0,0,0.208955223880597,0.1853932584269663,0.1955128205128205
baseline,periodic,dvs,0,0,0.15447154471544716,0.20833333333333334,0.1873015873015873
baseline,periodic,dvs,0,0,0.1774193548387097,0.29441624365482233,0.24922118380062305
baseline,periodic,dvs,0,0,0.2426470588235294,0.25142857142857145,0.24758842443729903
baseline,periodic,dvs,0,0,0.22602739726027396,0.18012422360248448,0.20195439739413681
baseline,periodic,dvs,0,0,0.16428571428571428,0.24581005586592178,0.21003134796238246
baseline,periodic,dvs,0,0,0.32142857142857145,0.19318181818181818,0.25
baseline,periodic,dvs,0,0,0.23308270676691728,0.23333333333333334,0.23322683706070288
baseline,periodic,dvs,0,0,0.2764227642276423,0.20786516853932585,0.23588039867109634
baseline,periodic,dvs,0,0,0.20610687022900764,0.23163841807909605,0.22077922077922077
baseline,periodic,dvs,0,0,0.2421875,0.1774193548387097,0.20382165605095542
baseline,periodic,dvs,0,0,0.13636363636363635,0.2556818181818182,0.20454545454545456
baseline,periodic,dvs,0,0,0.2302158273381295,0.21428571428571427,0.22149837133550487
baseline,periodic,dvs,0,0,0.25925925925925924,0.20588235294117646,0.22950819672131148
baseline,periodic,dvs,0,0,0.19402985074626866,0.1977401129943503,0.19614147909967847
baseline,periodic,dvs,0,0,0.26515151515151514,0.25,0.25675675675675674
baseline,periodic,dvs,0,0,0.2361111111111111,0.23270440251572327,0.23432343234323433
baseline,periodic,dvs,0,0,0.16783216783216784,0.23809523809523808,0.2057877813504823
baseline,periodic,dvs,0,0,0.22608695652173913,0.23243243243243245,0.23
baseline,periodic,dvs,0,0,0.26573426573426573,0.2732919254658385,0.26973684210526316
baseline,periodic,dvs,0,0,0.2890625,0.23756906077348067,0.2588996763754045
baseline,periodic,dvs,0,0,0.2571428571428571,0.2346368715083799,0.2445141065830721
baseline,periodic,dvs,0,0,0.1984732824427481,0.21022727272727273,0.20521172638436483
baseline,periodic,dvs,0,0,0.24806201550387597,0.19101123595505617,0.21498371335504887
baseline,periodic,dvs,0,0,0.2076923076923077,0.2032967032967033,0.20512820512820512
baseline,periodic,dvs,0,0,0.15441176470588236,0.19540229885057472,0.1774193548387097
baseline,periodic,dvs,0,0,0.18831168831168832,0.19205298013245034,0.1901639344262295
baseline,periodic,dvs,0,0,0.1773049645390071,0.2603550295857988,0.22258064516129034
baseline,periodic,dvs,0,0,0.23529411764705882,0.21301775147928995,0.22295081967213115
baseline,periodic,dvs,0,0,0.23448275862068965,0.25308641975308643,0.24429967426710097
baseline,periodic,dvs,0,0,0.2231404958677686,0.21808510638297873,0.22006472491909385
baseline,periodic,dvs,0,0,0.26618705035971224,0.2914285714285714,0.2802547770700637
baseline,periodic,dvs,0,0,0.24817518248175183,0.29545454545454547,0.2747603833865815
baseline,periodic,dvs,0,0,0.2661290322580645,0.2033898305084746,0.2292358803986711
baseline,periodic,dvs,0,0,0.21739130434782608,0.2781065088757396,0.250814332247557
baseline,periodic,dvs,0,0,0.2706766917293233,0.22077922077922077,0.24390243902439024
baseline,periodic,dvs,0,0,0.30935251798561153,0.2608695652173913,0.2833333333333333
baseline,periodic,dvs,0,0,0.2391304347826087,0.22033898305084745,0.22857142857142856
baseline,periodic,dvs,0,0,0.30666666666666664,0.18518518518518517,0.24358974358974358
baseline,periodic,dvs,0,0,0.2569444444444444,0.2619047619047619,0.25961538461538464
baseline,periodic,dvs,0,0,0.3037037037037037,0.22727272727272727,0.2604501607717042
baseline,periodic,dvs,0,0,0.19402985074626866,0.23595505617977527,0.21794871794871795
baseline,periodic,dvs,0,0,0.17006802721088435,0.2823529411764706,0.2302839116719243
baseline,periodic,dvs,0,0,0.26356589147286824,0.23626373626373626,0.24758842443729903
baseline,periodic,dvs,0,0,0.17829457364341086,0.17613636363636365,0.17704918032786884
baseline,periodic,dvs,0,0,0.28888888888888886,0.2573099415204678,0.27124183006535946
baseline,periodic,dvs,0,0,0.23357664233576642,0.23163841807909605,0.23248407643312102
baseline,periodic,dvs,0,0,0.21481481481481482,0.25133689839572193,0.2360248447204969
baseline,continuous,phc,0,0,0.0875,0.13358778625954199,0.12280701754385964
baseline,continuous,phc,0,0,0.1518987341772152,0.1141732283464567,0.12312312312312312
baseline,continuous,phc,0,0,0.175,0.12927756653992395,0.13994169096209913
baseline,continuous,phc,0,0,0.1917808219178082,0.10943396226415095,0.12721893491124261
baseline,continuous,phc,0,0,0.10843373493975904,0.11877394636015326,0.11627906976744186
baseline,continuous,phc,0,0,0.15714285714285714,0.12686567164179105,0.13313609467455623
baseline,continuous,phc,0,0,0.16,0.08812260536398467,0.10416666666666667
baseline,continuous,phc,0,0,0.2289156626506024,0.14960629921259844,0.16913946587537093
baseline,continuous,phc,0,0,0.16901408450704225,0.1169811320754717,0.12797619047619047
baseline,continuous,phc,0,0,0.23076923076923078,0.1471698113207547,0.16363636363636364
baseline,continuous,phc,0,0,0.10126582278481013,0.09774436090225563,0.09855072463768116
baseline,continuous,phc,0,0,0.23880597014925373,0.13432835820895522,0.15522388059701492
baseline,continuous,phc,0,0,0.12857142857142856,0.14074074074074075,0.13823529411764707
baseline,continuous,phc,0,0,0.1791044776119403,0.13970588235294118,0.14749262536873156
baseline,continuous,phc,0,0,0.14666666666666667,0.12927756653992395,0.13313609467455623
baseline,continuous,phc,0,0,0.17105263157894737,0.1450381679389313,0.15088757396449703
baseline,continuous,phc,0,0,0.08974358974358974,0.12452830188679245,0.11661807580174927
baseline,continuous,phc,0,0,0.17391304347826086,0.14814814814814814,0.15339233038348082
baseline,continuous,phc,0,0,0.16216216216216217,0.1297709923664122,0.13690476190476192
baseline,continuous,phc,0,0,0.14634146341463414,0.14624505928853754,0.14626865671641792
baseline,continuous,phc,0,0,0.13924050632911392,0.1346153846153846,0.13569321533923304
baseline,continuous,phc,0,0,0.16883116883116883,0.16791044776119404,0.1681159420289855
baseline,continuous,phc,0,0,0.208955223880597,0.13857677902621723,0.15269461077844312
baseline,continuous,phc,0,0,0.22666666666666666,0.1111111111111111,0.13623188405797101
baseline,continuous,phc,0,0,0.1232876712328767,0.09652509652509653,0.10240963855421686
baseline,continuous,phc,0,0,0.1728395061728395,0.13333333333333333,0.14285714285714285
baseline,continuous,phc,0,0,0.1643835616438356,0.14068441064638784,0.14583333333333334
baseline,continuous,phc,0,0,0.2054794520547945,0.11787072243346007,0.13690476190476192
baseline,continuous,phc,0,0,0.10975609756097561,0.07480314960629922,0.08333333333333333
baseline,continuous,phc,0,0,0.21686746987951808,0.12403100775193798,0.1466275659824047
baseline,continuous,phc,0,0,0.15384615384615385,0.08955223880597014,0.1021021021021021
baseline,continuous,phc,0,0,0.18666666666666668,0.155893536121673,0.16272189349112426
baseline,continuous,phc,0,0,0.11688311688311688,0.14453125,0.13813813813813813
baseline,continuous,phc,0,0,0.14814814814814814,0.14772727272727273,0.14782608695652175
baseline,continuous,phc,0,0,0.07575757575757576,0.14606741573033707,0.13213213213213212
baseline,continuous,phc,0,0,0.13095238095238096,0.16538461538461538,0.1569767441860465
baseline,continuous,phc,0,0,0.06756756756756757,0.1412639405204461,0.12536443148688048
baseline,continuous,phc,0,0,0.12987012987012986,0.12595419847328243,0.12684365781710916
baseline,continuous,phc,0,0,0.13253012048192772,0.12,0.12312312312312312
baseline,continuous,phc,0,0,0.22784810126582278,0.13793103448275862,0.1588235294117647
baseline,continuous,phc,0,0,0.10526315789473684,0.12452830188679245,0.12023460410557185
baseline,continuous,phc,0,0,0.12359550561797752,0.13147410358565736,0.12941176470588237
baseline,continuous,phc,0,0,0.19444444444444445,0.09774436090225563,0.11834319526627218
baseline,continuous,phc,0,0,0.1643835616438356,0.12406015037593984,0.13274336283185842
baseline,continuous,phc,0,0,0.15294117647058825,0.09055118110236221,0.10619469026548672
baseline,continuous,phc,0,0,0.1267605633802817,0.14015151515151514,0.1373134328358209
baseline,continuous,phc,0,0,0.1686746987951807,0.11494252873563218,0.12790697674418605
baseline,continuous,phc,0,0,0.14925373134328357,0.12406015037593984,0.12912912912912913
baseline,continuous,phc,0,0,0.12162162162162163,0.10902255639097744,0.11176470588235295
baseline,continuous,phc,0,0,0.1375,0.11857707509881422,0.12312312312312312
baseline,continuous,phc,0,0,0.15789473684210525,0.11583011583011583,0.1253731343283582
baseline,continuous,phc,0,0,0.12162162162162163,0.11940298507462686,0.11988304093567251
baseline,continuous,phc,0,0,0.14084507042253522,0.1791044776119403,0.1710914454277286
baseline,continuous,phc,0,0,0.2222222222222222,0.1434108527131783,0.16224188790560473
baseline,continuous,phc,0,0,0.07058823529411765,0.1225296442687747,0.10946745562130178
baseline,continuous,phc,0,0,0.12,0.12359550561797752,0.12280701754385964
baseline,continuous,phc,0,0,0.16883116883116883,0.13846153846153847,0.14540059347181009
baseline,continuous,phc,0,0,0.19753086419753085,0.1444866920152091,0.1569767441860465
baseline,continuous,phc,0,0,0.2222222222222222,0.14606741573033707,0.16224188790560473
baseline,continuous,phc,0,0,0.25301204819277107,0.128,0.15915915915915915
baseline,continuous,phc,0,0,0.2125,0.08171206225680934,0.11275964391691394
baseline,continuous,phc,0,0,0.2716049382716049,0.12927756653992395,0.16279069767441862
baseline,continuous,phc,0,0,0.19117647058823528,0.1198501872659176,0.13432835820895522
baseline,continuous,phc,0,0,0.24050632911392406,0.15849056603773584,0.17732558139534885
baseline,continuous,phc,0,0,0.20833333333333334,0.14393939393939395,0.15773809523809523
baseline,continuous,phc,0,0,0.12048192771084337,0.12643678160919541,0.125
baseline,continuous,phc,0,0,0.22972972972972974,0.12075471698113208,0.14454277286135694
baseline,continuous,phc,0,0,0.1839080459770115,0.10483870967741936,0.1253731343283582
baseline,continuous,phc,0,0,0.13636363636363635,0.11284046692607004,0.11884057971014493
baseline,continuous,phc,0,0,0.11842105263157894,0.16030534351145037,0.15088757396449703
baseline,continuous,phc,0,0,0.14473684210526316,0.14760147601476015,0.14697406340057637
baseline,continuous,phc,0,0,0.1038961038961039,0.09885931558935361,0.1
baseline,continuous,phc,0,0,0.1643835616438356,0.16356877323420074,0.16374269005847952
baseline,continuous,phc,0,0,0.22077922077922077,0.13026819923371646,0.15088757396449703
baseline,continuous,phc,0,0,0.22784810126582278,0.11320754716981132,0.13953488372093023
baseline,continuous,phc,0,0,0.09210526315789473,0.12355212355212356,0.11641791044776119
baseline,continuous,phc,0,0,0.16901408450704225,0.15355805243445692,0.15680473372781065
baseline,continuous,phc,0,0,0.11688311688311688,0.12549019607843137,0.12349397590361445
baseline,continuous,phc,0,0,0.10975609756097561,0.1076923076923077,0.10818713450292397
baseline,continuous,phc,0,0,0.2236842105263158,0.10384615384615385,0.13095238095238096
baseline,continuous,phc,0,0,0.2,0.1171875,0.13690476190476192
baseline,continuous,phc,0,0,0.16883116883116883,0.09448818897637795,0.11178247734138973
baseline,continuous,phc,0,0,0.175,0.11406844106463879,0.1282798833819242
baseline,continuous,phc,0,0,0.18072289156626506,0.13565891472868216,0.1466275659824047
baseline,continuous,phc,0,0,0.1746031746031746,0.15714285714285714,0.16034985422740525
baseline,continuous,phc,0,0,0.2375,0.17063492063492064,0.18674698795180722
baseline,continuous,phc,0,0,0.14102564102564102,0.10196078431372549,0.1111111111111111
baseline,continuous,phc,0,0,0.20833333333333334,0.12686567164179105,0.14411764705882352
baseline,continuous,phc,0,0,0.18518518518518517,0.13026819923371646,0.14327485380116958
baseline,continuous,phc,0,0,0.18055555555555555,0.13618677042801555,0.1458966565349544
baseline,continuous,phc,0,0,0.1791044776119403,0.14661654135338345,0.15315315315315314
baseline,continuous,phc,0,0,0.13513513513513514,0.12406015037593984,0.1264705882352941
baseline,continuous,phc,0,0,0.11688311688311688,0.125,0.12316715542521994
baseline,continuous,phc,0,0,0.14736842105263157,0.16532258064516128,0.16034985422740525
baseline,continuous,phc,0,0,0.0641025641025641,0.14615384615384616,0.12721893491124261
baseline,continuous,phc,0,0,0.18072289156626506,0.0984251968503937,0.11869436201780416
baseline,continuous,phc,0,0,0.18823529411764706,0.12109375,0.1378299120234604
baseline,continuous,phc,0,0,0.20833333333333334,0.12648221343873517,0.14461538461538462
baseline,continuous,phc,0,0,0.17204301075268819,0.1346938775510204,0.14497041420118342
baseline,continuous,phc,0,0,0.17105263157894737,0.1412639405204461,0.14782608695652175
baseline,continuous,dvs,0,0,0.19444444444444445,0.12406015037593984,0.1390532544378698
baseline,continuous,dvs,0,0,0.10144927536231885,0.13513513513513514,0.12804878048780488
baseline,continuous,dvs,0,0,0.11363636363636363,0.1225296442687747,0.12023460410557185
baseline,continuous,dvs,0,0,0.21333333333333335,0.09578544061302682,0.12202380952380952
baseline,continuous,dvs,0,0,0.17721518987341772,0.1724137931034483,0.17352941176470588
baseline,continuous,dvs,0,0,0.18666666666666668,0.11194029850746269,0.1282798833819242
baseline,continuous,dvs,0,0,0.14473684210526316,0.14122137404580154,0.14201183431952663
baseline,continuous,dvs,0,0,0.20987654320987653,0.14285714285714285,0.1588235294117647
baseline,continuous,dvs,0,0,0.18055555555555555,0.1070110701107011,0.12244897959183673
baseline,continuous,dvs,0,0,0.1,0.13076923076923078,0.12352941176470589
baseline,continuous,dvs,0,0,0.1111111111111111,0.11764705882352941,0.11607142857142858
baseline,continuous,dvs,0,0,0.1728395061728395,0.14671814671814673,0.15294117647058825
baseline,continuous,dvs,0,0,0.22077922077922077,0.14393939393939395,0.16129032258064516
baseline,continuous,dvs,0,0,0.11688311688311688,0.16412213740458015,0.15339233038348082
baseline,continuous,dvs,0,0,0.15476190476190477,0.09375,0.10882352941176471
baseline,continuous,dvs,0,0,0.11627906976744186,0.09236947791164658,0.09850746268656717
baseline,continuous,dvs,0,0,0.16216216216216217,0.09541984732824428,0.11011904761904762
baseline,continuous,dvs,0,0,0.0945945945945946,0.125,0.11834319526627218
baseline,continuous,dvs,0,0,0.12345679012345678,0.15471698113207547,0.14739884393063585
baseline,continuous,dvs,0,0,0.14634146341463414,0.109375,0.11834319526627218
baseline,continuous,dvs,0,0,0.2,0.14615384615384616,0.1588235294117647
baseline,continuous,dvs,0,0,0.1566265060240964,0.13178294573643412,0.1378299120234604
baseline,continuous,dvs,0,0,0.14606741573033707,0.09876543209876543,0.11144578313253012
baseline,continuous,dvs,0,0,0.20512820512820512,0.13671875,0.15269461077844312
baseline,continuous,dvs,0,0,0.08823529411764706,0.12927756653992395,0.12084592145015106
baseline,continuous,dvs,0,0,0.24675324675324675,0.16412213740458015,0.18289085545722714
baseline,continuous,dvs,0,0,0.16216216216216217,0.12830188679245283,0.13569321533923304
baseline,continuous,dvs,0,0,0.16883116883116883,0.12955465587044535,0.1388888888888889
baseline,continuous,dvs,0,0,0.12162162162162163,0.1183206106870229,0.11904761904761904
baseline,continuous,dvs,0,0,0.18292682926829268,0.11153846153846154,0.1286549707602339
baseline,continuous,dvs,0,0,0.1518987341772152,0.13076923076923078,0.13569321533923304
baseline,continuous,dvs,0,0,0.18292682926829268,0.09055118110236221,0.1130952380952381
baseline,continuous,dvs,0,0,0.2222222222222222,0.125,0.1437308868501529
baseline,continuous,dvs,0,0,0.1780821917808219,0.1828358208955224,0.18181818181818182
