71,6,3,0,0,0,0,0,0,0,0,0
53,2,0,0,2,0,0,1,0,0,0,0
62,6,0,0,0,0,0,0,0,0,0,0
46,8,2,1,0,2,0,0,0,1,0,0
61,5,2,2,0,0,0,0,0,0,0,0
74,2,0,1,0,1,0,0,0,0,0,0
57,1,1,1,0,0,0,0,0,0,0,0
53,5,0,2,1,1,0,0,0,0,0,0
65,1,1,2,1,0,0,0,0,0,0,0
59,3,0,0,1,0,1,1,0,0,0,0
62,4,1,1,1,0,0,0,0,0,1,0
58,6,1,0,0,1,0,0,0,0,0,0
62,3,1,1,0,0,0,0,0,1,0,0
52,3,0,0,0,0,1,0,0,1,0,0
55,2,0,0,1,0,0,1,1,0,0,0
66,3,4,1,0,0,1,0,0,0,0,0
68,4,0,0,0,0,0,0,0,0,0,0
55,2,2,0,1,0,1,0,1,0,0,0
50,2,0,2,0,0,0,0,0,0,0,0
58,2,0,0,0,0,1,0,0,0,0,0
61,3,3,2,0,0,0,0,0,0,0,0
59,6,1,2,1,0,1,1,0,0,0,0
54,2,0,1,0,0,2,0,0,1,0,0
58,3,0,1,0,0,0,0,0,0,0,0
39,1,0,0,1,1,2,0,0,0,0,1
46,2,0,0,0,0,0,1,0,0,0,0
58,1,2,0,1,0,1,0,0,0,0,0
70,1,3,2,0,3,0,1,0,0,0,0
55,5,2,1,1,0,0,0,0,0,0,0
62,2,2,1,1,3,0,0,0,1,0,0
50,1,3,1,0,0,0,0,0,0,1,0
54,5,1,1,0,0,1,0,0,0,0,0
59,2,0,4,1,1,0,0,0,1,0,0
53,1,2,0,1,0,0,0,0,1,0,0
47,5,1,0,2,0,0,0,0,0,0,0
54,2,0,2,2,0,0,0,1,0,0,0
48,5,2,0,0,0,1,0,0,0,0,0
62,5,2,0,0,0,3,1,0,0,0,0
47,3,2,2,2,0,0,0,0,0,0,0
50,4,0,0,2,1,0,0,0,0,0,0
64,5,0,2,0,0,0,0,1,0,0,0
46,5,0,1,0,0,0,1,0,0,0,0
55,2,0,0,0,1,0,1,1,0,1,0
55,2,2,1,3,2,0,0,1,0,0,0
52,4,2,0,1,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0
54,2,1,2,0,0,1,0,0,0,0,0
47,1,2,0,3,0,0,0,0,0,1,0
72,3,0,1,0,0,0,0,0,1,0,0
53,6,1,1,0,1,0,0,0,0,0,0
63,3,0,0,1,0,1,0,0,0,0,1
51,3,0,0,3,0,0,0,0,1,0,0
61,3,0,0,0,0,1,0,0,0,0,0
61,4,2,0,1,0,0,0,0,0,0,0
50,4,1,1,0,1,1,0,0,0,0,0
64,2,3,1,0,0,0,0,0,0,0,0
68,4,1,0,0,2,1,0,0,0,0,0
59,2,0,1,0,1,0,2,0,1,0,0
52,2,2,1,0,0,0,0,0,0,0,1
55,2,1,1,2,1,0,0,0,0,0,0
64,3,1,1,0,0,0,0,0,0,0,0
57,1,1,2,1,0,0,0,0,0,0,0
59,2,1,1,0,0,0,1,0,0,0,0
53,4,0,1,0,0,2,0,0,1,0,0
45,4,0,5,2,1,0,0,0,0,0,0
46,2,0,1,0,1,0,0,1,0,0,0
62,2,2,2,0,0,0,0,2,0,0,0
68,2,0,0,0,0,0,0,0,0,0,0
59,1,2,0,2,1,0,0,0,0,0,0
45,5,0,1,0,1,0,0,0,0,0,0
57,3,4,1,0,0,0,0,0,0,0,0
63,3,1,0,1,2,0,1,0,0,0,0
57,6,1,1,1,0,1,0,0,0,0,0
66,3,2,0,4,2,0,0,0,0,0,0
52,6,1,2,0,0,0,0,0,2,0,0
53,2,2,0,1,0,1,0,0,0,0,0
53,2,0,0,1,1,1,0,0,1,0,0
63,3,1,1,1,1,0,1,1,0,0,0
52,4,0,0,0,0,0,0,0,0,0,0
48,2,2,0,0,0,0,0,1,0,0,0
67,9,5,3,0,0,1,1,0,1,0,0
48,3,0,1,1,0,0,0,1,0,0,1
58,3,2,0,2,0,0,0,2,0,0,0
52,2,1,2,0,0,1,0,0,0,0,0
57,2,2,1,0,0,0,0,0,0,0,0
61,2,0,0,1,0,0,1,0,0,0,0
61,1,3,1,0,1,0,0,0,0,0,0
45,4,2,1,0,0,1,0,0,1,0,0
60,3,1,0,0,0,1,0,0,0,0,0
63,4,3,0,0,0,0,0,0,0,0,0
60,2,1,0,0,0,1,0,0,0,0,0
62,1,3,1,0,0,0,0,0,0,0,0
57,5,1,1,2,0,1,1,0,0,0,0
50,4,1,1,1,0,0,0,0,0,0,0
49,3,4,1,0,0,0,1,0,0,0,0
57,3,2,0,0,2,0,0,0,0,0,0
55,2,0,0,0,0,0,0,0,0,0,0
55,3,0,3,0,0,0,2,0,0,1,0
50,9,2,0,0,1,0,0,1,0,1,0
54,6,1,3,1,0,0,0,1,0,0,0
65,2,3,0,0,0,2,0,0,1,0,0
66,4,2,1,1,0,1,0,0,0,0,0
59,1,4,3,2,0,1,0,1,1,0,1
63,2,2,3,0,1,0,0,0,0,0,0
43,2,1,3,0,1,0,1,1,0,0,0
61,3,2,1,0,1,0,0,0,0,0,0
58,2,0,0,0,1,1,1,0,0,0,0
61,4,3,1,1,1,3,0,0,0,0,0
62,5,1,0,2,1,0,0,0,0,0,0
66,3,1,0,0,0,0,0,1,0,1,0
57,7,0,0,0,0,1,0,0,0,1,0
67,2,0,0,0,0,0,0,0,0,0,0
65,5,2,0,1,1,1,0,1,0,0,0
66,4,3,0,0,0,0,0,0,0,0,0
64,7,2,4,1,0,0,0,1,0,0,0
58,2,1,0,2,0,1,0,0,0,0,0
54,3,1,0,2,0,0,0,0,0,0,0
73,3,0,1,0,0,0,0,0,0,0,0
61,0,2,2,0,0,0,0,0,0,0,0
42,4,0,1,1,0,0,1,0,0,0,0
60,1,1,2,1,1,0,0,0,0,0,0
51,6,1,2,1,0,1,0,0,0,0,0
57,3,0,0,1,0,1,1,0,1,0,0
54,2,3,0,2,0,0,0,1,0,1,0
58,4,3,0,0,0,1,0,0,0,0,0
62,2,1,0,0,0,0,1,1,0,0,0
49,2,1,1,1,1,1,0,0,0,1,0
64,2,2,1,1,0,1,0,0,0,1,0
50,2,3,0,0,0,0,0,0,0,0,0
50,3,1,1,1,0,0,0,0,0,0,0
62,5,0,1,0,0,1,1,0,0,0,1
56,1,1,2,2,0,0,0,0,1,0,0
61,2,0,1,1,0,0,1,0,0,0,0
48,3,2,1,1,0,0,0,0,0,0,0
51,2,0,0,2,0,0,1,0,0,0,0
52,4,0,0,0,0,0,0,1,0,0,0
48,6,1,1,0,0,1,0,0,0,0,0
46,4,2,1,0,1,0,1,0,0,0,0
49,7,1,0,0,0,0,0,0,1,0,0
55,2,5,0,0,0,1,0,0,0,1,0
63,1,1,0,0,1,0,0,1,0,0,0
61,2,2,0,1,1,0,0,0,0,0,0
60,3,0,1,0,0,0,0,0,0,1,0
71,4,4,0,1,1,1,0,0,0,0,0
47,1,6,0,0,1,0,0,0,0,0,0
63,3,2,1,0,0,0,0,0,0,0,1
57,2,2,1,0,1,0,1,0,0,0,0
56,5,1,1,1,1,0,1,0,0,0,0
60,3,1,1,0,0,0,0,0,0,0,1
68,0,1,2,0,0,0,0,0,0,0,0
56,6,1,1,1,0,0,0,1,0,0,1
61,1,1,0,1,0,0,0,0,0,0,0
60,3,1,3,0,1,0,3,0,0,0,0
70,4,2,1,1,0,0,0,0,0,0,0
61,2,3,0,0,0,0,0,0,0,0,0
47,6,1,1,1,0,0,0,0,0,0,0
63,4,3,0,0,0,0,0,0,0,0,0
59,3,1,2,3,0,0,0,0,0,0,0
58,2,0,0,0,0,1,1,0,0,0,0
69,1,2,1,1,0,0,0,1,1,0,0
51,1,3,2,0,2,0,1,0,1,0,0
59,3,2,1,0,0,0,0,0,0,0,1
64,4,0,1,0,0,1,0,0,0,0,0
60,5,1,4,0,0,0,1,0,0,0,0
61,4,2,0,1,1,1,1,0,0,0,0
60,3,0,3,1,1,0,0,0,0,0,0
57,3,4,3,1,0,0,0,0,0,1,0
