Latitude,Longitude,Location Name,Type,Level
17.1613,77.8434,Suvali  Tanda   (Mini),AWC,1
17.1633,77.8161,Salipallybata Tanda  (Mini),AWC,1
17.2098,77.9259,Rangapoor  Tanda  (Mini),AWC,1
17.189,77.7881,Mannyanaik Tanda  (Mini),AWC,1
17.1441,77.8604,Ramreddy Pally  (Mini),AWC,1
17.1319,77.8474,Oot pally Tanda  (Mini),AWC,1
17.1035,77.7702,GanjiPally  (Mini),AWC,1
17.1722669,77.878067,Baddyanaik  Tanda  (Mini),AWC,1
17.0884,77.7657,Badem Pally Tanda  (Mini),AWC,1
17.0755,77.8717,Jangirsab Tanda  (Mini),AWC,1
17.1424,77.788,Pinjaram pallugu Tanda  (Mini),AWC,1
17.0133,77.8004,Dadapoor Tanda  (Mini),AWC,1
17.1272,77.785,Budlapoo Tanda  (Mini),AWC,1
17.0043,77.8159,Hanmyanaik Tanda  (Mini),AWC,1
17.1187,77.7882,Peerla Gutta Tanda (Mini),AWC,1
16.9929,77.8326,Gopyanaik Tanda  (Mini),AWC,1
17.0264,77.842,Bhojanaik Tanda CC (Mini),AWC,1
17.0108,77.9195,Lalsingh Tanda  (Mini),AWC,1
17.0073,77.9022,Bandameedi Tanda  (Mini),AWC,1
17.1768286,77.8810324,GandicheruvuTandaThirumala poor  (Mini),AWC,1
17.0615,77.9033,Pothigadda Tanda  (Mini),AWC,1
17.0213,77.8165,Suryanaik Tanda  (Mini),AWC,1
17.0616,77.9033,Manchikunta Tanda  (Mini),AWC,1
17.0431,77.8963,Patelcheruvu  Tanda  (Mini),AWC,1
17.033,77.9294,Chakalipally Tanda (Mini),AWC,1
17.0373,77.9308,Valyanaik Tanda  (Mini),AWC,1
17.0308,77.9316,Laxmammagadda Tanda (Mini),AWC,1
17.0204,77.9431,Sakriyanaik  Tanda  (Mini),AWC,1
17.0228,77.928,Balram Tanda  (Mini),AWC,1
16.9944,77.9371,GandicheruvuTanda  (Rampur)  (Mini),AWC,1
16.9736,77.9267,Gattannapally Tanda (Mini),AWC,1
16.8811,77.9798,Nagammagadda Tanda  (Mini),AWC,1
17.0199,77.9361,Bhajyanaik Tanda  (Mini),AWC,1
17.0154867,77.9287075,GogyanaikTanda(Ad. V. Poor)  (Mini),AWC,1
16.9928,77.8321,Gondiyanaik Tanda (Mini),AWC,1
16.9879,77.8696,Tekul Tanda  (Mini),AWC,1
16.9731,77.8528,Chinthalkunta Tanda  (Mini),AWC,1
17.0163,77.9299,Yerralachya Tanda  (Mini),AWC,1
16.9551,77.8967,Chinnaramaiah Tanda  (Mini),AWC,1
17.0123,77.8272,ErragovindTanda  (Mini),AWC,1
17.0527,77.882,BhojyaikTanda KP (Mini),AWC,1
16.9967,77.9443,Gubbali Tanda  (Mini),AWC,1
17.0141,77.9527,Haryanaik Tanda  (Mini),AWC,1
16.9775,77.9147,Allugadda Tanda  (Mini),AWC,1
17.0465,77.924,Ramsingh Tanda  (Mini),AWC,1
17.1635,77.8511,SulthanpoorTanda  (Mini),AWC,1
17.0526,77.882,BotyanaikTanda  (Mini),AWC,1
17.1451,77.8715,Laxmidevipally,AWC,1
17.1638,77.9536,Polkampally,AWC,1
17.138,77.9508,Narsaiahguda,AWC,1
17.1724,77.9036,NazeerabadpeddaTanda,AWC,1
17.0631,77.8682,HeerapoorTanda (Mini),AWC,1
17.1696,77.9092,KalapoorTanda (Mini),AWC,1
17.1993,77.9155,Maisammagadda Tanda (Mini),AWC,1
17.0774,77.8548,Kammanacharam,AWC,1
17.053,77.7917,Batlachandram,AWC,1
17.0572,77.8728,KeshilammaTanda (Mini),AWC,1
17.1749023,77.880557,MangalonichalkaTanda (Mini),AWC,1
17.114,77.9032,RathannaikTanda (Mini),AWC,1
17.114,77.9032,BantlakuntaTanda (Mini),AWC,1
17.1534351,77.7915138,Ananthareddypally (Mini),AWC,1
17.1447,77.7889,SammaiahgaddaTanda (Mini),AWC,1
17.0265,77.788,MallepallyTanda (Mini),AWC,1
17.115,77.7801,CherlaTanda (Mini),AWC,1
17.1042,77.7956,MettugaddaTanda (Mini),AWC,1
17.1751541,77.8807953,UshennaikTanda (Mini),AWC,1
17.1683695,77.8798367,Yellareddypally (Mini),AWC,1
17.014,77.8731,Kulkacherla - III,AWC,1
16.9813,77.8849,Bindemgadda Tanda (Mini),AWC,1
17.1637177,77.8860139,Bureddypally (Mini),AWC,1
17.0157,77.94,RajivnagarTanda (Mini),AWC,1
16.9764,77.862,YethukalvaTanda (Mini),AWC,1
16.996,77.8398,SubyanaikTanda (Mini),AWC,1
17.0633191,77.8672774,Hanmaipally (Mini),AWC,1
16.9952,77.8101,HeryanaikTanda (Mini),AWC,1
17.3642,77.4615,SANGAM KALAN I,AWC,1
17.3979,77.4632,SANGAM KALAN II,AWC,1
17.3488,77.5448,SANKIREDDY PALLY,AWC,1
17.3489,77.5965,S R PALLY TANDA,AWC,1
17.3428,77.5077,INALLI,AWC,1
17.349,77.5449,GINGURTHI I,AWC,1
17.346,77.5438,GINGURTHI II,AWC,1
17.3458,77.5004,MALKAPUR I,AWC,1
17.3458,77.5004,MALKAPUR II,AWC,1
17.3441,77.499,MALKAPUR III,AWC,1
17.2535966,77.5905633,KOTLAPUR-2,AWC,1
17.3431,77.5127,KOTABASPALLY I,AWC,1
17.3429,77.5123,KOTABASPALLY II,AWC,1
17.2871,77.5072,UDANDAPUR,AWC,1
17.2871,77.5072,G M TANDA,AWC,1
17.3547,77.5499,MAISAMA TANDA,AWC,1
17.2579,77.5597,CHENGASPUR,AWC,1
17.2571,77.5578,KONAPUR,AWC,1
17.2627,77.5372,Elmakanya,AWC,1
17.3104,77.4915,GUNTABAS PALLY,AWC,1
17.2961,77.4771,KARANKOTE I,AWC,1
17.3007,77.4735,KARANKOTE II,AWC,1
17.3016,77.4721,KARANKOTE III,AWC,1
17.3007,77.4735,KARANKOTE IV,AWC,1
17.3002,77.478,KARANKOTE V,AWC,1
17.2602,77.5821,GOWTHAPUR I,AWC,1
17.28,77.5691,GOWTHAPUR II,AWC,1
17.2952,77.571,CHANGOLE I,AWC,1
17.2953,77.571,CHANGOLE II,AWC,1
17.3099,77.5728,C M PATNAM,AWC,1
17.3211,77.573,PARVATHAPUR,AWC,1
17.2985,77.5153,BELKATUR I,AWC,1
17.284,77.5661,CHITTIGANAPUR,AWC,1
17.273,77.4897,CHANDRAVANCHA,AWC,1
17.3243,77.5452,ALLAHAPUR I,AWC,1
17.3023068,77.4714519,OGIPUR,AWC,1
17.2878,77.5502,VEERAREDDYPALLY,AWC,1
17.2729,77.5793,SIRGIRIPET I,AWC,1
17.2878,77.5502,RAMPUR,AWC,1
17.3084,77.5363,RAMPUR TANDA,AWC,1
17.312,77.5433,MITTABASPALLY,AWC,1
17.2579866,77.6333478,KHANJAPUR,AWC,1
17.2756,77.6003,ANTHARAM I,AWC,1
17.2756,77.6004,ANTHARAM II,AWC,1
17.2666375,77.5911341,DASTHAGIRIPET,AWC,1
17.2882,77.5903,ANTHARAM TANDA,AWC,1
17.2388,77.5333,NARAYANAPUR,AWC,1
17.227,77.545,GONUR,AWC,1
17.2325,77.5474,VERSATTIPALLY,AWC,1
17.2521,77.6567,BEGWAR,AWC,1
17.3369,77.6652,PEDDEMUL I,AWC,1
17.3419,77.6715,PEDDEMUL II,AWC,1
17.3457,77.6403,PEDDEMUL TANDA,AWC,1
17.3314,77.6527,BUDDARAM,AWC,1
17.3814256,77.6448425,GOPALPUR,AWC,1
17.3523,77.6565,THIMSANPALLY,AWC,1
17.3639,77.6326,RUDRAM,AWC,1
17.3521,77.6706,NARSAPUR,AWC,1
17.3844,77.6466,NAGULAPALLY I,AWC,1
17.3025,77.6813,MAREPALLY,AWC,1
17.3845,77.7361,ANNASAGER-1,AWC,1
17.3856,77.7425,KOTPALLY I,AWC,1
17.3828,77.7435,KOTPALLY II,AWC,1
17.3864,77.7428,BUGGAPUR,AWC,1
17.3748,77.6899,INDOL,AWC,1
17.3725,77.697,OGLAPUR,AWC,1
17.3275,77.6487,GAJIPUR I,AWC,1
17.2964,77.666,MUMBAPUR I,AWC,1
17.2942,77.6681,MUMBAPUR II,AWC,1
17.2837,77.638,KANDANELLI I,AWC,1
17.2837,77.638,RUKMAPUR,AWC,1
17.2589,77.6564,REGONDI,AWC,1
17.2959,77.6713,CHAITANYA NAGAR,AWC,1
17.2508191,77.740022,KONDAPUR,AWC,1
17.3109,77.6963,DUGAPUR,AWC,1
17.2956,77.7109,MANSANPALLY,AWC,1
17.2966,77.6459,MADDANATHAPUR,AWC,1
17.3146,77.7133,MAREPALLY TANDA,AWC,1
17.2837,77.638,KANDANELLY TANDA,AWC,1
17.336,77.6688,JANAGAM I,AWC,1
17.3406,77.6724,JANAGAM II,AWC,1
17.2889711,77.6409047,KHANNAPUR,AWC,1
17.2592,77.587,GOTLAPALLY,AWC,1
17.3434,77.6383,INDUR I,AWC,1
17.3493,77.5957,INDUR II,AWC,1
17.3406,77.6724,JAYARAM TAND -1- T,AWC,1
17.3214,77.6315,GIRMAPUR,AWC,1
17.4093,77.6856,ATHKUR I,AWC,1
17.3571,77.6627,ATHKUR TANDA,AWC,1
17.4416104,77.6443728,BANDAMIDIPALLY -1,AWC,1
17.4384,77.6104,THATTIPALLY I,AWC,1
17.4384,77.6104,THATTIPALLY II,AWC,1
17.3442,77.6652,SIDANAMADUGU TANDA,AWC,1
17.4539,77.58,OMLANAIK TANDA,AWC,1
17.4507503,77.5922085,JAYARAM TANDA -2 - R,AWC,1
17.4356,77.6111,RACHAKATA TANDA,AWC,1
17.4373,77.5692,PASHAPUR,AWC,1
17.4373,77.5692,ADIKICHILA,AWC,1
17.421,77.5356,BAIMEDI TANDA,AWC,1
17.4157,77.5502,URINTI TANDA,AWC,1
17.2131,77.6427,YALAL I,AWC,1
17.2096,77.6412,YALAL II,AWC,1
17.2404,77.6557,VISWANATHPUR,AWC,1
17.1905,77.6636,GOREPALLY,AWC,1
17.192,77.6809,Devenaoor I,AWC,1
17.2112603,77.6283746,DUBALA TANDA,AWC,1
17.1945,77.6867,DEVLA TANDA,AWC,1
17.1938,77.6341,KISTAPUR,AWC,1
17.1938,77.6342,HAGIPUR,AWC,1
17.2219,77.6555,SAMGAM KURDU I,AWC,1
17.2898182,77.5614045,DAVLAPUR,AWC,1
17.1819,77.5926,GIRIJAPUR,AWC,1
17.1665,77.5621,BANDAMIDIPALLY -2,AWC,1
17.2544,77.5818,THIMAIPALLY,AWC,1
17.2548,77.5821,RENDLAGADDA TANDA,AWC,1
17.1665,77.5621,JUNTIPALLY I,AWC,1
17.1665,77.5621,JUNTIPALLY II,AWC,1
17.2016,77.5556,PAGIDIPALLY,AWC,1
17.2416,77.6003,KOKAT I,AWC,1
17.2504,77.6299,KOKAT II,AWC,1
17.2709,77.6122,BASHERMIYA TANDA,AWC,1
17.2404,77.6557,RAGAVAPUR,AWC,1
17.233,77.6763,KAMALPUR,AWC,1
17.2649,77.6784,ADALPUR,AWC,1
17.2551,77.6984,BANAPUR,AWC,1
17.2463,77.7352,RASNAM I,AWC,1
17.2454,77.7361,RASNAM II,AWC,1
17.2793,77.7156,SANGAIPALLY TANDA,AWC,1
17.2263441,77.7139094,PAGIDYAL I,AWC,1
17.2124,77.7185,PAGIDYAL II,AWC,1
17.2124,77.7185,BAGAIPALLY,AWC,1
17.1567,77.775,MUDAIPET I,AWC,1
17.2037175,77.682423,MUDAIPET II,AWC,1
17.1421,77.7078,SAGAIGUTTA TANDA,AWC,1
17.2012,77.7489,ACHUTHAPUR,AWC,1
17.2499,77.5918,LN PUR,AWC,1
17.2548,77.5821,AGANUR I,AWC,1
17.218,77.5922,AGANUR II,AWC,1
17.1993,77.6128,BENUR I,AWC,1
17.1993,77.6127,JAKEPALLY,AWC,1
17.2548,77.5821,MUKUNDAPUR,AWC,1
17.1819,77.5926,MUKUNDAPUR TANDA,AWC,1
17.1388292,77.6068912,CHENARAM,AWC,1
17.1905,77.552,YANKEPALLY,AWC,1
17.1956398,77.5463576,PERKAMPALLY,AWC,1
17.251509,77.5929248,Perkampally Tanda,AWC,1
17.1744,77.5765,Akkampally 1,AWC,1
17.2106,77.686,NAGASAMUNDAR I,AWC,1
17.2536387,77.5912855,NAGASAMUNDAR II,AWC,1
17.2294,77.6987,ANNASAGER-2,AWC,1
17.2156,77.4275,BASHEERABAD I,AWC,1
17.2139,77.4228,BASHEERABAD II,AWC,1
17.2192,77.4235,BASHEERABAD III,AWC,1
17.2199,77.4291,BASHEERABAD IV,AWC,1
17.173,77.3919,MANTHANGOUD,AWC,1
17.1459,77.4099,MAILWAR I,AWC,1
17.1461,77.4091,MAILWAR II,AWC,1
17.1473,77.3988,KAMSANPALLY -1,AWC,1
17.173,77.3887,EKMAY I,AWC,1
17.1706,77.393,EKAMY II,AWC,1
17.2283,77.415,NAVANGI,AWC,1
17.223,77.3972,INDERCHED,AWC,1
17.2871,77.5072,JEEVANGI I,AWC,1
17.2237,77.4572,JEEVANGI II,AWC,1
17.2644,77.4851,JEEVANGI III,AWC,1
17.2344,77.4286,GANGWAR,AWC,1
17.252,77.4339,KADGIRA I,AWC,1
17.1568,77.4296,KOTLAPUR-1,AWC,1
17.3687951,77.4442013,VALYANAIK TANDA,AWC,1
17.1809,77.4323,NADANAIK TANDA,AWC,1
17.2077,77.5165,KASIMPUR,AWC,1
17.1889,77.5134,BADLAPUR TANDA,AWC,1
17.2093,77.499,GOTIGA KURDU,AWC,1
17.187,77.4962,GOTIGA KALAN,AWC,1
17.2055,77.4752,NAVALGA I,AWC,1
17.2004,77.4805,BOGYANAIK TANDA,AWC,1
17.133,77.4721,NEELAPALLY,AWC,1
17.133,77.4721,JALALPOOR,AWC,1
17.1598,77.4577,PARVATHPALLY,AWC,1
17.1554,77.4658,MARPALLY,AWC,1
17.1230699,77.4585446,EASMILPUR,AWC,1
17.213,77.4567,MASANPALLY,AWC,1
17.2215,77.4443,KORVICHED,AWC,1
17.2182,77.453,KORVICHED GANI,AWC,1
17.2257,77.499,KAMSANPALLY -2,AWC,1
17.2504,77.5635,MANTHATI I,AWC,1
17.2271,77.5122,REDDYGANAPUR I,AWC,1
17.1835,77.436,DAMARCHED I,AWC,1
17.1885,77.4328,JAMLANAIK TANDA,AWC,1
17.2535,77.5900328,ALLAHPUR,AWC,1
17.1948,77.4618,BABUNAIK TANDA,AWC,1
17.2097,77.445,PARSANAIK TANDA,AWC,1
17.2016,77.5556,KOPANKOT TANDA,AWC,1
17.2109,77.5176,MALKANGIRI,AWC,1
17.353,77.5513,GINGURTHY TANDA,AWC,1
17.2985,77.5153,BELKATUR II,AWC,1
17.2729,77.5793,SIRIGIPET II,AWC,1
17.3236,77.6475,GAJIPUR II,AWC,1
17.4384,77.6104,THATTIPALLY TANDA,AWC,1
17.277,77.635,KANDANELLI II,AWC,1
17.3437,77.6119,HANMAPUR,AWC,1
17.1343,77.4172,MAILWAR TANDA,AWC,1
17.2168,77.4258,BASHEERABAD V,AWC,1
17.333,77.6554,Bandapally,AWC,1
17.1904,77.465,HANKYANAIK TANDA,AWC,1
17.2491,77.5802,MANIK NAGAR,AWC,1
17.248,77.5795,OPP HARIJAN WADA,AWC,1
17.2499,77.5792,HARIJAN WADA,AWC,1
17.2534,77.5765,SETARAMPET,AWC,1
17.2649,77.5875,BEGGER COLONY,AWC,1
17.2706,77.603,NTR NAGAR,AWC,1
17.2688,77.5982,INDERA NAGAR,AWC,1
17.256,77.5954,SWEEPER COLONY,AWC,1
17.2711,77.5768,Malreddypally I,AWC,1
17.2657,77.5886,Malreddypally II,AWC,1
17.2683,77.5862,Malreddypally III,AWC,1
17.2683,77.5981,Gundupeerlu I,AWC,1
17.2688,77.5982,Gundupeerlu II,AWC,1
17.2614,77.5897,Hamalibasthi I,AWC,1
17.2642,77.59,Hamalibasthi II,AWC,1
17.2631,77.5912,Hamalibasthi III,AWC,1
17.2632,77.5832,Gareebnagar I,AWC,1
17.2522,77.5841,Gareebnagar II,AWC,1
17.2592,77.5859,Saipur I,AWC,1
17.2592,77.5983,Saipur II,AWC,1
17.2547,77.5842,Saipur III,AWC,1
17.2525,77.5859,Kummargally I,AWC,1
17.2518,77.5905,Kummargally II,AWC,1
17.247,77.5803,Momingally I,AWC,1
17.248,77.5795,Momingally II,AWC,1
17.2493,77.5786,Momingally III,AWC,1
17.2471,77.5801,Gadi I,AWC,1
17.2353,77.5814,Gadi  II,AWC,1
17.2533,77.5765,Gandhinagar,AWC,1
17.2547,77.5876,Shamshirgunj,AWC,1
17.2565,77.5824,Veddergally I,AWC,1
17.2565,77.5824,Veddergally II,AWC,1
17.2571,77.5858,Dobigally I,AWC,1
17.2493,77.5786,Dobigally II (Old TDR),AWC,1
17.247,77.5803,Kasabgally,AWC,1
17.2553,77.5844,Putangalli,AWC,1
17.256,77.5789,Gumasthanagar,AWC,1
17.2649,77.6101,Rajivgruphakalpa,AWC,1
17.3243,77.5452,ALLAPUR II,AWC,1
17.3441,77.499,MALKAPUR IV,AWC,1
17.3494,77.5448,GINGURTHI III,AWC,1
17.3001,77.4781,KARANKOTE VI,AWC,1
17.2972,77.6471,Kandnelly III,AWC,1
17.3828,77.7435,Kotapally III,AWC,1
17.333,77.6554,Peddemul III,AWC,1
17.3406,77.6724,JANAGAM-III,AWC,1
17.3843,77.6466,NAGULAPALLY II,AWC,1
17.3946,77.7548,Lingampalli,AWC,1
17.214,77.644,Yalal III,AWC,1
17.2196,77.6446,Govindraopet,AWC,1
17.2104,77.608,BENUR II,AWC,1
17.2162,77.6267,SANGAM KURDU II,AWC,1
17.1728488,77.5764494,Akkampally 2,AWC,1
17.1917,77.6813,Devenaoor II,AWC,1
17.1665,77.5621,JUNTUPALLY III,AWC,1
17.1836,77.4358,DAMARCHED II,AWC,1
17.2541167,77.5911814,EKMAY III,AWC,1
17.2056,77.4754,NAVALGA II,AWC,1
17.2292,77.4976,MANTHATI II,AWC,1
17.2527,77.4364,KADGIRA II,AWC,1
17.2271,77.5121,REDDYGANAPUR II,AWC,1
17.1929,77.5095,Badlapur,AWC,1
17.3019,77.5345,Rampur Tanda (Mini),AWC,1
17.2781,77.6473,Malreddypalli (Mini),AWC,1
17.2878,77.5502,Gopanpalli (Mini),AWC,1
17.2803,77.6945,Nelligadda Tanda (Mini),AWC,1
17.3146,77.7133,Erragadda Tanda (Mini),AWC,1
17.1939,77.5191,Kasimpur Tanda (Mini),AWC,1
17.2529,77.7284,Ganga Sagar (Mini),AWC,1
17.2101772,77.7106896,Tuperlagadda Tanda (Mini),AWC,1
17.3372239,77.5939992,Ushanaik Tanda (Mini),AWC,1
17.3417,77.5904,Dharunivagu Tanda (Mini),AWC,1
17.3489,77.5965,Ontimamidi Tanda (Mini),AWC,1
17.4369,77.5692,Ramsingh Tanda (Mini),AWC,1
17.2104,77.608,Ambeerpet (Mini),AWC,1
17.2588,77.615,Bamlanaik Tanda (Mini),AWC,1
17.1267,77.4693,Neelapalli Tanda (Mini),AWC,1
17.2097,77.4449,Thouriyanaik Tanda (Mini),AWC,1
17.1974,77.4082,Manthangoud (Mini),AWC,1
17.2878,77.5502,Gowthapur Polish Unit (Mini),AWC,1
17.2181,77.4529,Korviched (Mini),AWC,1
17.2632,77.6176,Indiramma Colony (Mini),AWC,1
17.353,77.9045,Alampally -I,AWC,1
17.3496,77.9058,Alampally -II,AWC,1
17.3394,77.9043,Gangaram -I,AWC,1
17.3314,77.9069,Gangaram -II,AWC,1
17.3384,77.8872,Ramaiahguda,AWC,1
17.3422,77.8857,Ananthagiripally -I,AWC,1
17.3424,77.8837,Ananthagiripally -II,AWC,1
17.3112,77.9462,Kotherpally,AWC,1
17.3328,77.929,Shivareddypet,AWC,1
17.3298,77.9192,Ennepally -I,AWC,1
17.33,77.9195,Ennepally -II,AWC,1
17.3711,77.9042,Kothagadi -I,AWC,1
17.3714,77.9056,Kothagadi -II,AWC,1
17.3159,77.8729,Kompally,AWC,1
17.3080327,77.9633358,Athwelly,AWC,1
17.3898,77.8644,Madanapally I,AWC,1
17.3183,77.8685,Peelaram,AWC,1
17.3715,77.9046,Girigetpally,AWC,1
17.3828,77.9178,Narayanpur,AWC,1
17.3823,77.8115,M D Pally -I,AWC,1
17.3812,77.8142,M D Pally -I I,AWC,1
17.3895,77.9418,Pendlimadgu,AWC,1
17.3549,78.0042,Sidduloor-I,AWC,1
17.3549,78.0042,Sidduloor-II,AWC,1
17.3672,77.9427,Kotalaguda,AWC,1
17.3545,77.97,Peerampally,AWC,1
17.3673,77.9423,Kamareddyguda,AWC,1
17.3545,77.97,Pulusumamidi,AWC,1
17.332,77.9545,Buranpally,AWC,1
17.3658,77.9522,Pathoor,AWC,1
17.3616,77.9429,Dhannaram,AWC,1
17.3375075,77.8983539,Pulmaddi -I,AWC,1
17.3375075,77.8983539,Pulmaddi -II,AWC,1
17.3561,77.883,Erravally,AWC,1
17.2957,77.8844,Burgupally,AWC,1
17.3127,77.9151,Gudupally,AWC,1
17.2751,77.8959,M C Pally -I,AWC,1
17.2747,77.8985,M C Pally -II,AWC,1
17.2546,77.8653,Gottimukula,AWC,1
17.2457,77.8497,Dycharam,AWC,1
17.3129,77.9173,Venkatapur tanda,AWC,1
17.3112,77.914,Maddulgadda tanda,AWC,1
17.3431,77.8772,Laxminagar tanda,AWC,1
17.3221,77.9503,Buranpally tanda,AWC,1
17.4257,77.9614,Nawabpet,AWC,1
17.4277,77.9609,Yetraspally,AWC,1
17.3943,77.9567,Chittigadda -I,AWC,1
17.4255,77.9613,Chittagadda-II,AWC,1
17.3887,77.9925,Gollaguda,AWC,1
17.4515,78.0035,Madireddypally -I,AWC,1
17.4515,78.0034,Madreddypally-II,AWC,1
17.4093,78.0347,Gangada-I,AWC,1
17.4093,78.0348,Gangada-II,AWC,1
17.4385,78.037,Yellakonda -I,AWC,1
17.4384,78.037,Yellakonda -II,AWC,1
17.4266096,78.0206174,Lingampally,AWC,1
17.3577366,77.9083537,Dathapur,AWC,1
17.4157,77.989,Pulmamidi -I,AWC,1
17.4112,77.9924,Pulmamid -II,AWC,1
17.4225,78.0595,Gubbadipathapoor,AWC,1
17.4677,78.0374,Maithabkhanguda,AWC,1
17.3577366,77.9083537,Vattimeenapally,AWC,1
17.4329,78.0608,Mubarakpur,AWC,1
17.4443,77.9186,Madharam,AWC,1
17.3892,77.961,Chinchalpet -I,AWC,1
17.3923,77.9636,Chinchalpet -II,AWC,1
17.3345995,77.9035155,Aknapur,AWC,1
17.4003,77.9868,Athapur,AWC,1
17.4034,77.9194,Ekmamidi -I,AWC,1
17.4037,77.9115,Ekmamidi -II,AWC,1
17.3988,77.899,Mamdhanpally,AWC,1
17.4199,77.9327,Nagireddypally,AWC,1
17.404,77.9188,Thimmareddypally,AWC,1
17.4075,77.9483,Keshavapally,AWC,1
17.4105,77.932,Keshavapally tanda,AWC,1
17.4282,77.9051,Kummariguda,AWC,1
17.3994,78.0188,Poolapally,AWC,1
17.3854,77.9252,Mulamada,AWC,1
17.3434715,77.9052027,Gatewanampally,AWC,1
17.4283,77.9049,Arkathala,AWC,1
17.47,77.8854,Meenapally kalan,AWC,1
17.3350932,77.9051612,Kedicherla,AWC,1
17.6266203,78.0721465,Yavapur,AWC,1
17.3993,78.0191,Naraguda,AWC,1
17.3107,77.7809,Dharoor -I,AWC,1
17.3083,77.7792,Dharoor -II,AWC,1
17.2892,77.7568,Dharoor station,AWC,1
17.3051,77.7725,L N Tanda,AWC,1
17.3072,77.7657,D K Tanda,AWC,1
17.2816,77.7639,Dornal,AWC,1
17.2796,77.7525,Dornal tanda,AWC,1
17.2467,77.7568,Ampally,AWC,1
17.253,77.7582,Gurudotla,AWC,1
17.2467,77.7568,Sherigadda tanda,AWC,1
17.3107,77.7808,Kumaripally,AWC,1
17.2682,77.775,Nagaram,AWC,1
17.2628,77.7782,Nagaram tanda,AWC,1
17.2677,77.7953,Mylaram,AWC,1
17.2834,77.8043,Rajapur,AWC,1
17.3107,77.7808,Mominkalan,AWC,1
17.3435,77.7841,Kukinda,AWC,1
17.3477,77.8203,Kondapur kalan,AWC,1
17.3133,77.7804,Gaddamidi Gangaram,AWC,1
17.3133,77.7803,Narsapur,AWC,1
17.3303,77.7592,Rudraram,AWC,1
17.3212,77.7461,Gattepally,AWC,1
17.3153,77.7482,Gattepally tanda,AWC,1
17.3107,77.7808,Rampur tanda,AWC,1
17.3519,77.7223,Nagasamunder -I,AWC,1
17.3498,77.7241,Nagasamunder -II,AWC,1
17.3408,77.7122,Allapur,AWC,1
17.3134,77.7797,Kerelly -I,AWC,1
17.3107,77.8309,Kerelly -II,AWC,1
17.3011,77.8334,Kondapur kurdu,AWC,1
17.3068,77.8479,Bacharam,AWC,1
17.3107,77.7808,Allipur,AWC,1
17.3011,77.7959,Haridaspally,AWC,1
17.2909,77.7876,Chintakunta,AWC,1
17.3122,77.8159,Ebbanoor,AWC,1
17.2976,77.8672,Godumguda,AWC,1
17.2873,77.8542,Jaidupally,AWC,1
17.2718,77.8476,Sarpanpally,AWC,1
17.2489,77.8458,Nagasunpally,AWC,1
17.3351519,77.9025548,Antharam,AWC,1
17.2703,77.8181,Tarigopula,AWC,1
17.3632,77.8258,R C Pally,AWC,1
17.3105,77.7808,Munnurusomaram,AWC,1
17.3477,77.8203,Kycharam,AWC,1
17.3132,77.7796,Ouspally,AWC,1
17.2957,77.8454,Mominkurdu,AWC,1
17.34944,77.8143914,Dharmapur,AWC,1
17.279,77.7895,Mailaram kotha tanda,AWC,1
17.2479,77.7525,P C M Tanda,AWC,1
17.3336,77.7743,Thimmanagar,AWC,1
17.2677,77.7955,Mailram mundati tanda,AWC,1
17.2669,77.9622,Pudur -I,AWC,1
17.2702,77.9599,Pudur -II,AWC,1
17.2673,77.9573,Pudur -III,AWC,1
17.2488,77.9615,Chinnabandal tanda,AWC,1
17.2323,78.0103,Medikonda,AWC,1
17.2728,77.9863,Cheelapur,AWC,1
17.2396,77.9557,Rakemcherla,AWC,1
17.2377,77.9421,Thirmalapur Thanda,AWC,1
17.2259,77.9331,Somanagurthi -I,AWC,1
17.2258,77.9334,Somanagurthi -II,AWC,1
17.2252,77.9497,Devinoniguda,AWC,1
17.2234,77.9499,Keravelly,AWC,1
17.207,77.9636,Serigaipally,AWC,1
17.2219,77.983,Peddamunthal -I,AWC,1
17.3929483,78.4253732,Peddamunthal -II,AWC,1
17.2221,77.983,Peddamunthal -III,AWC,1
17.1981,78.0048,Kankal -I,AWC,1
17.2114,78.0163,Kankal -II,AWC,1
17.1878,78.024,Pudugurthy,AWC,1
17.1789,77.9963,Manchanpally -I,AWC,1
17.1793,77.9699,Manchanpally -II,AWC,1
17.2817,78.0248,Gattupally,AWC,1
17.1606,78.0006,Nizampetmedipally,AWC,1
17.1754,78.019,Chinthala pally,AWC,1
17.1419,77.9973,Thurkenikpally,AWC,1
17.2574,78.0258,Changomul -I,AWC,1
17.2591,78.0261,Changomul -II,AWC,1
17.2879,78.0295,A C Pally -I,AWC,1
17.2879,78.0295,A C Pally -II,AWC,1
17.2642,78.0178,Ragadimamidipaly,AWC,1
17.2755,78.0274,Pothireddyguda,AWC,1
17.2564,78.0265,Mittakankal,AWC,1
17.2323,78.0103,Qutubullapur,AWC,1
17.2642,78.0178,Kadmoor,AWC,1
17.2472,78.0097,Medipally kalan,AWC,1
17.2926,78.0233,Kandlapally -I,AWC,1
17.2926,78.0232,Kandlapally -II,AWC,1
17.2841,78.0163,Bakapur,AWC,1
17.2574,78.0258,Thimmapur,AWC,1
17.2982,77.9822,Manneguda,AWC,1
17.2963,77.9734,Gagnuaplly,AWC,1
17.2963,77.9734,Gangupally tanda,AWC,1
17.3112,77.974,Enkepally,AWC,1
17.3059,77.9684,Chanchuypally,AWC,1
