103,11,4,1,3,0,1,1,1,1,0,0,1
82,6,5,1,0,0,0,1,0,0,0,0,2
91,8,2,1,1,0,1,0,1,0,0,1,3
83,7,6,3,2,3,2,0,1,1,0,0,4
89,9,3,1,1,1,0,0,0,0,1,0,5
82,14,4,4,0,0,2,4,0,0,0,0,1
104,5,4,2,0,2,1,0,0,0,0,0,2
95,8,2,3,1,0,1,0,1,0,0,0,3
108,9,4,1,1,0,0,0,0,0,2,0,4
95,11,3,1,1,2,1,1,0,2,2,0,5
87,8,5,3,2,0,0,0,1,0,1,1,1
98,13,2,2,1,1,0,1,0,0,0,0,2
110,6,4,1,0,2,0,1,0,0,0,0,3
93,8,4,3,3,1,1,0,0,0,0,0,4
85,9,4,3,0,0,1,2,1,0,0,2,5
79,5,5,3,0,0,1,0,2,0,0,0,1
89,17,4,2,0,0,1,0,0,0,0,1,2
93,4,4,1,0,2,0,0,1,2,0,0,3
95,12,0,3,2,0,0,0,0,0,1,0,4
80,11,5,2,3,0,1,1,1,0,0,0,5
82,13,7,2,0,1,0,2,0,0,0,2,1
93,6,1,2,1,1,0,2,3,0,0,0,2
96,8,1,4,1,1,1,0,0,0,0,0,3
95,11,5,3,3,2,2,0,0,0,1,0,4
95,7,5,2,0,1,0,0,0,0,1,0,5
99,5,2,3,0,0,1,0,2,0,0,0,1
104,5,7,5,2,1,0,0,0,0,1,0,2
101,2,4,2,0,0,2,0,0,0,0,1,3
89,3,6,1,0,0,1,1,1,0,0,0,4
111,7,2,1,1,0,0,1,1,0,0,0,5
95,11,5,3,0,3,0,1,1,0,1,0,1
78,8,7,4,2,2,0,0,1,0,0,0,2
92,17,3,2,1,0,1,0,1,0,0,0,3
100,9,3,1,1,1,1,1,0,0,0,0,4
91,11,6,1,2,2,1,0,0,0,0,0,5
89,7,3,1,3,0,0,1,0,0,1,1,1
102,11,4,0,0,0,1,0,0,1,0,1,2
84,12,3,1,4,2,1,2,0,1,0,0,3
112,9,5,2,4,2,1,0,0,0,1,0,4
96,10,4,0,1,1,1,0,0,0,1,1,5
88,8,9,5,1,1,1,0,1,0,1,0,1
93,7,7,1,2,1,0,0,0,0,1,0,2
90,7,8,2,3,5,0,0,1,2,0,0,3
81,8,2,3,1,1,2,0,0,0,0,0,4
100,7,5,3,4,2,1,1,0,3,1,1,5
76,9,4,2,1,0,0,0,0,0,0,1,1
87,8,4,2,0,2,0,0,2,1,0,0,2
91,9,8,2,1,4,0,0,1,1,0,1,3
102,7,3,2,3,1,1,0,2,0,0,0,4
102,5,2,4,3,0,1,0,0,1,0,0,5
85,6,2,3,2,1,0,1,0,0,2,0,1
97,6,3,5,2,1,4,2,0,1,1,1,2
93,7,1,1,1,2,0,0,1,0,0,0,3
95,10,2,1,1,1,1,1,1,0,0,0,4
113,4,3,2,4,1,2,0,0,0,0,2,5
93,11,6,2,3,0,0,1,1,0,0,0,1
92,10,6,2,1,1,3,1,0,1,1,1,2
97,7,7,0,3,1,1,0,0,0,0,0,3
101,9,1,3,3,1,1,0,0,2,0,1,4
100,5,9,3,1,0,0,1,1,0,1,0,5
79,13,7,1,1,1,0,1,0,0,0,0,1
112,11,3,1,1,1,0,0,1,1,0,0,2
85,4,1,5,4,0,1,0,0,0,1,0,3
88,10,3,5,1,0,1,0,1,0,0,0,4
84,10,1,1,1,1,0,2,0,0,0,1,5
90,4,6,3,2,0,3,0,3,1,0,0,1
82,4,1,2,2,0,3,0,0,0,0,0,2
82,9,4,5,1,2,2,0,0,0,0,1,3
100,6,4,1,1,0,1,1,0,0,0,0,4
87,11,7,0,0,3,2,1,0,1,0,0,5
99,9,4,1,0,0,0,1,1,0,2,0,1
89,8,2,3,0,1,0,0,0,0,0,1,2
97,4,6,2,0,0,1,0,0,0,1,0,3
112,7,2,1,2,0,2,0,0,0,0,0,4
86,8,2,2,1,0,2,1,0,0,0,0,5
107,9,2,3,1,2,0,0,2,1,0,0,1
106,11,6,2,1,1,1,2,0,0,0,0,2
101,12,2,3,3,1,1,1,0,0,0,0,3
106,10,1,0,1,1,0,2,1,0,0,0,4
94,6,3,1,5,0,1,0,1,0,0,1,5
92,8,2,2,1,2,2,2,2,1,0,0,1
96,4,7,1,2,0,0,2,1,0,2,0,2
86,6,3,5,1,3,2,2,2,0,2,0,3
86,8,2,6,0,1,1,0,1,0,0,0,4
114,10,4,2,2,0,2,0,2,0,0,0,5
87,9,2,4,1,1,1,1,2,0,0,1,1
88,10,3,0,0,2,1,2,0,1,0,0,2
83,4,7,4,0,0,0,0,0,0,0,0,3
99,4,3,0,1,0,2,0,1,0,2,0,4
95,9,4,0,0,0,0,0,2,0,1,0,5
85,10,0,2,0,1,0,2,1,0,0,0,1
86,6,5,2,3,5,1,0,1,0,0,1,2
96,10,2,4,2,0,0,0,0,1,0,0,3
103,7,4,1,3,2,0,0,0,1,0,0,4
83,10,5,2,3,1,0,1,0,0,1,0,5
90,5,4,1,2,3,0,1,0,0,0,0,1
93,5,4,1,1,2,1,0,1,1,0,0,2
79,12,5,4,4,1,0,2,1,0,0,1,3
97,20,1,4,0,0,0,2,0,1,0,0,4
86,6,3,3,2,2,2,2,2,0,0,0,5
85,10,3,1,0,2,0,1,0,2,0,1,1
87,7,4,4,2,1,1,0,0,0,0,1,2
